airport_key,airport,airport_icao,latitude_x,longitude_x,timezone,city,country,continent,country_code,geoname_id,name,asciiname,alternatenames,admin1_code,admin2_code,latitude_y,longitude_y,haversine,state,county
1276,Long Island Mac Arthur,KISP,40.789314000000005,-73.09755,America/New_York,Islip,United States,North America,US,5125130,Long Island Mac Arthur Airport,Long Island Mac Arthur Airport,"ISP,KISP,Long Island Mac Arthur Airport,Long Island MacArthur Airport,MacArthur Airport",NY,103.0,40.78992,-73.09764,0.06780886128935207,New York,
1277,Wiscasset,KIWI,44.0,-69.666664,America/New_York,Wiscasset,United States,North America,US,4983360,Wiscasset Airport,Wiscasset Airport,"ISS,KIWI,Wiscasset Airport",ME,15.0,43.962959999999995,-69.71198000000001,5.487258621233986,Maine,
1278,Tompkins County,KITH,42.49034,-76.46359,America/New_York,Ithaca,United States,North America,US,6298471,Ithaca Tompkins Regional Airport,Ithaca Tompkins Regional Airport,"Flughafen Ithaca Tompkins,ITH,KITH",NY,109,42.490829999999995,-76.45833,0.4347162262865307,New York,Tompkins County
1279,Hilo International,PHTO,19.714565,-155.03963000000002,Pacific/Honolulu,Hilo,United States,North America,US,5855944,Hilo International Airport,Hilo International Airport,"Aeroport international dHilo,Aeropuerto Internacional de Hilo,Aéroport international dHilo,Bandar Udara Internasional Hilo,Flughafen Hilo,General Lyman Field,Hilo International Airport,ITO,PHTO,Port lotniczy Hilo,hillo gugjegonghang,hiro guo ji kong gang,xi luo guo ji ji chang,Фурудгоҳи бин‌алмилалӣ ҳилу,فرودگاه بین‌المللی هیلو,ヒロ国際空港,希洛國際機場,힐로 국제공항",HI,1.0,19.716070000000002,-155.05605,1.7269218190156774,Hawaii,
1280,Gogebic County,KIWD,46.525555,-90.13167,America/Menominee,Ironwood,United States,North America,US,4994091,Gogebic–Iron County Airport,Gogebic-Iron County Airport,"Gogebic County Airport,Gogebic-Iron County Airport,Gogebic–Iron County Airport,IWD,KIWD",MI,53.0,46.525209999999994,-90.13485,0.2462947258214191,Michigan,
1281,Kern County,KIYK,35.656665999999994,-117.82916999999999,America/Los_Angeles,Inyokern,United States,North America,US,5359624,Inyokern Airport,Inyokern Airport,"Aeropuerto de Inyokern,Harvey Field,IYK,Inyokern Airport,KIYK,Kern County Airport Number 8",CA,29,35.658570000000005,-117.83035,0.23704254649698614,California,
1282,Jackson Hole,KJAC,43.602806,-110.73613,America/Denver,Jackson,United States,North America,US,5828662,Jackson Hole Airport,Jackson Hole Airport,"Aeroport de Jackson Hole,Aeroporto di Jackson Hole,Aéroport de Jackson Hole,JAC,KJAC",WY,39.0,43.6066,-110.73853999999999,0.464362583763215,Wyoming,
1283,Jonesboro,KJBR,35.83,-90.64833,America/Chicago,Jonesboro,United States,North America,US,4116847,Jonesboro Municipal Airport,Jonesboro Municipal Airport,"JBR,KJBR",AR,31.0,35.83119,-90.64622,0.2317168963192048,Arkansas,
1284,New Century Aircenter Airport,KIXD,38.833332,-94.9,America/Chicago,Kansas City,United States,North America,US,4273642,New Century AirCenter,New Century AirCenter,"IXD,JCI,Johnson County Industrial Airport,KIXD",KS,91.0,38.83112,-94.88996,0.9037718058621935,Kansas,
1285,Kansas City International Airport,KMCI,39.293808,-94.719925,America/Chicago,Kansas City,United States,North America,US,4393219,Kansas City International Airport,Kansas City International Airport,"Aeroport international de Kansas City,Aeroporto Internacional de Kansas City,Aeroporto Internazionale di Kansas City,Aeropuerto Internacional de Kansas City,Aéroport international de Kansas City,Flughafen Kansas City,Furudgoҳi Bajn‌almillalii Kanzas Siti,KMCI,Kansas City internasjonale lufthavn,Kansas Cityn kansainvaelinen lentoasema,Kansas Cityn kansainvälinen lentoasema,MCI,Port lotniczy Kansas City,San bay quoc te Kansas City,Sân bay quốc tế Kansas City,kanzasushiti guo ji kong gang,Фурудгоҳи Байн‌алмиллалии Канзас Сити,فرودگاه بین‌المللی کانزاس‌سیتی,カンザスシティ国際空港",MO,165.0,39.29623,-94.71775,0.32796556802678095,Missouri,
1287,Johnson Executive,KOJC,38.85,-94.73333000000001,America/Chicago,Kansas City,United States,North America,US,4273641,Johnson County Executive Airport,Johnson County Executive Airport,"Executive-Johnson Company Airport,Johnson County Executive Airport,KOJC,OJC",KS,91.0,38.84917,-94.73968,0.5575897695697271,Kansas,
1288,John Day,KGCD,44.416668,-118.95,America/Los_Angeles,John Day,United States,North America,US,6457343,John Day State Airport,John Day State Airport,"JDA,KGCD",OR,023,44.40377,-118.96391000000001,1.8104457901674003,Oregon,Grant County
1289,Jordan,KJDN,47.316666,-106.88333,America/Denver,Jordan,United States,North America,US,5659997,Jordan Airport,Jordan Airport,"JDN,KJDN",MT,33.0,47.33333,-106.93451,4.279508000495977,Montana,
1290,Memorial,KJEF,38.592220000000005,-92.15639,America/Chicago,Jefferson City,United States,North America,US,4392390,Jefferson City Memorial Airport,Jefferson City Memorial Airport,"JEF,KJEF",MO,27.0,38.59254,-92.15211,0.3736747461295893,Missouri,
1291,Ashtabula,KHZY,41.733334,-80.76666999999999,America/New_York,Jefferson,United States,North America,US,5146093,Ashtabula County Airport,Ashtabula County Airport,"Ashtabula County Airport,JFN,KHZY",OH,7.0,41.77783,-80.69536,7.711669366630111,Ohio,
1292,Kapalua West Maui,PHJH,20.962194,-156.67569,Pacific/Honolulu,Lahaina,United States,North America,US,5848366,Kapalua Airport,Kapalua Airport,"JHM,Kapalua Airport,Kapalua-West Maui Airport,PHJH",HI,9.0,20.96256,-156.67424,0.15596512754747255,Hawaii,
1293,Jamestown,KJHW,42.150555,-79.25806,America/New_York,Jamestown,United States,North America,US,6298490,Chautauqua County-Jamestown Airport,Chautauqua County-Jamestown Airport,"Chautauqua County-Jamestown Airport,Chautauqua County/Jamestown Airport,JHW,KJHW",NY,013,42.15,-79.26666999999999,0.7124742530254647,New York,Chautauqua County
1294,Cherokee County,KJSO,31.966666999999998,-95.333336,America/Chicago,Jacksonville,United States,North America,US,4700550,Jacksonville,Jacksonville,"Dzeksonvil,Dzheksonvill,JKV,jaegseunbil,jakswnfyl,jkswnwyl  tgzas,Џексонвил,Джексонвилл,جاكسونفيل,جکسونویل، تگزاس,جککسونویل، ٹیکساس,잭슨빌",TX,73,31.96378,-95.2705,5.9362904017452625,Texas,
1295,Joplin Regional,KJLN,37.149723,-94.49778,America/Chicago,Joplin,United States,North America,US,6298492,Joplin Regional Airport,Joplin Regional Airport,"JLN,Joplin Regional Airport,Joplin  Joplin Regional Airport,KJLN",MO,097,37.15181,-94.49826999999999,0.2360926217533284,Missouri,Jasper County
1296,Jamestown,KJMS,46.93,-98.67833,America/Chicago,Jamestown,United States,North America,US,5059843,Jamestown Municipal Airport,Jamestown Municipal Airport,"JMS,Jamestown Municipal Airport,KJMS",ND,93.0,46.92971,-98.67815999999999,0.0347344165792702,North Dakota,
1297,Boundary Bay,PAJN,58.35932,-134.58338999999998,America/Juneau,Juneau,United States,North America,US,5554082,Juneau International Airport,Juneau International Airport,"Aeropuerto Internacional de Juneau,Dzhuno,JNU,Juneau Airport,Juneau International Airport,PAJN,juno guo ji kong gang,Джуно,Фурудгоҳи бин‌алмилалӣ ҷуну,فرودگاه بین‌المللی جونو,ジュノー国際空港",AK,110.0,58.35471999999999,-134.57611,0.6648201733734089,Alaska,
1298,Municipal,KJOT,41.533333,-88.083336,America/Chicago,Joliet,United States,North America,US,6298495,Joliet Regional Airport,Joliet Regional Airport,"JOT,Joliet Regional Airport,Joliet  Joliet Regional Airport,KJOT",IL,197,41.51806,-88.17528,7.8402180528507195,Illinois,Will County
1299,Cambria County,KJST,40.316666,-78.83444,America/New_York,Johnstown,United States,North America,US,5195569,Johnstown-Cambria County Airport,Johnstown-Cambria County Airport,"JST,John Murtha Johnstown–Cambria County Airport,Johnstown-Cambria County Airport,KJST",PA,21,40.31674,-78.83447,0.008612586800880215,Pennsylvania,
1300,Rock County,KJVL,42.683334,-89.01666999999999,America/Chicago,Janesville,United States,North America,US,5269210,Southern Wisconsin Regional Airport,Southern Wisconsin Regional Airport,"JVL,KJVL,Rock County Airport,Southern Wisconsin Regional Airport",WI,105.0,42.61525,-89.04142,7.836544526946674,Wisconsin,
1302,SPB,PAFE,56.966667,-133.95,America/Sitka,Kake,United States,North America,US,7910229,Kake Seaplane Base,Kake Seaplane Base,"KAE,Kake SPB,Kake Seaplane Base",AK,195.0,56.97296,-133.94638999999998,0.73316150920877,Alaska,
1303,Kaltag,PAKV,64.321945,-158.73611,America/Anchorage,Kaltag,United States,North America,US,5865722,Kaltag Airport,Kaltag Airport,"KAL,PAKV",AK,290.0,64.32556,-158.74389,0.5496187803786265,Alaska,
1304,Chignik,PAJC,56.261112,-158.77777,America/Anchorage,Chignik,United States,North America,US,5859206,Chignik Lake Airport,Chignik Lake Airport,KCQ,AK,164.0,56.25558,-158.7758,0.6270492954205947,Alaska,
1305,False Pass,PAKF,54.849167,-163.40916,America/Nome,False Pass,United States,North America,US,5861960,False Pass Airport,False Pass Airport,"KFP,PAKF",AK,13.0,54.851330000000004,-163.40766000000002,0.25897541026181387,Alaska,
1306,New Koliganek,PAJZ,59.8,-157.23334,America/Anchorage,New Koliganek,United States,North America,US,5869869,Koliganek Airport,Koliganek Airport,"Aehroport Koliganek,Aeroport de Koliganek,Aeropuerto de Koliganek,Aéroport de Koliganek,Flughafen Koliganek,JZZ,KGK,Koliganek Airport,New Koliganek Airport,PAJZ,Аэропорт Колиганек",AK,70.0,59.7269,-157.26688000000001,8.342502465271794,Alaska,
1307,Mesa Del Rey,KKIC,36.216667,-121.13333,America/Los_Angeles,King City,United States,North America,US,5372395,Mesa Del Rey Airport,Mesa Del Rey Airport,"KIC,KKIC,King City Airport,King City Municipal Airport,Mesa Del Rey Airport",CA,53,36.22809,-121.12227,1.6117329649274896,California,
1308,Kickapoo,KCWC,33.9,-98.5,America/Chicago,Wichita Falls,United States,North America,US,4703151,Kickapoo Downtown Airport,Kickapoo Downtown Airport,"KCWC,KIP,Kickapoo Downtown Airpark,Kickapoo Downtown Airport",TX,485,33.86121,-98.49061,4.39949807032719,Texas,
1309,Sheppard AFB,KSPS,33.988335,-98.49194,America/Chicago,Wichita Falls,United States,North America,US,6326896,Sheppard Air Force Base/Wichita Falls Municipal Airport,Sheppard Air Force Base/Wichita Falls Municipal Airport,"KSPS,SPS",TX,485,33.9744,-98.50271,1.8404095751207963,Texas,Wichita County
1310,Koyuk,PAKK,64.93944499999999,-161.15,America/Anchorage,Koyuk,United States,North America,US,5866752,Koyuk Airport,Koyuk Airport,"KKA,Koyuk Airport,PAKK",AK,180.0,64.93389,-161.15806,0.7250395505985294,Alaska,
1311,Kongiganak,PADY,59.966667,-162.75,America/Nome,Kongiganak,United States,North America,US,5866670,Kongiganak,Kongiganak,"KKH,Kangirnaq,Kongiganak,Kongiganek",AK,50.0,59.953269999999996,-162.89513,8.214830458465213,Alaska,
1312,Municipal,PALG,61.53258,-160.3465,America/Anchorage,Kalskag,United States,North America,US,5865720,Kalskag Airport,Kalskag Airport,"KLG,PALG",AK,50.0,61.536269999999995,-160.34133,0.49338906626645485,Alaska,
1313,Larsen SPB,PALB,57.533333,-154.0,America/Anchorage,Larsen Bay,United States,North America,US,5878746,Larsen Bay,Larsen Bay,"KLN,Larsen Bay,Larsons Bay,Uyak,Uyaqsaq",AK,150.0,57.54,-153.97861,1.476296089186763,Alaska,
1315,Klawock,PAKW,55.555,-133.1,America/Sitka,Klawock,United States,North America,US,5554568,Klawock Airport,Klawock Airport,"AKW,Aeropuerto de Klawock,KLW,PAKW",AK,201.0,55.57889,-133.07667,3.0345364242982176,Alaska,
1316,Manokotak SPB,PAMB,58.984443999999996,-159.03583,America/Anchorage,Manokotak,United States,North America,US,5868247,Manokotak,Manokotak,"KMO,Manokotak,Manokutuk,Manuquutaq",AK,70.0,58.981390000000005,-159.05833,1.3331831931348601,Alaska,
1317,Kanab,KKNB,37.05,-112.53333,America/Denver,Kanab,United States,North America,US,5541462,Kanab Municipal Airport,Kanab Municipal Airport,"KKNB,KNB",UT,25.0,37.011109999999995,-112.53119,4.32854712832435,Utah,
1318,Kakhonak,PFKK,59.433333999999995,-154.85,America/Anchorage,Kakhonak,United States,North America,US,5865649,Kokhanok Airport,Kokhanok Airport,"9K2,Aeroport de Kokhanok,Aeropuerto de Kokhanok,Aéroport de Kokhanok,KNK,Kakhonak Airport,Kokhanok Airport,PFKK",AK,164.0,59.4339,-154.79801,2.9405382952430648,Alaska,
1319,Municipal,KTKX,36.230556,-90.03472,America/Chicago,Kennett,United States,North America,US,4393453,Kennett Memorial Airport,Kennett Memorial Airport,"KNT,KTKX,Kennett Memorial Airfield,Kennett Memorial Airport",MO,69.0,36.231120000000004,-90.0352,0.07607001554511228,Missouri,
1320,New Stuyahok,PANW,59.45222,-157.32973,America/Anchorage,New Stuyahok,United States,North America,US,5869875,New Stuyahok Airport,New Stuyahok Airport,"KNW,New Stuyahok Airport,PANW",AK,70.0,59.450019999999995,-157.37151,2.373938360261955,Alaska,
1321,Kona International Airport,PHKO,19.736174,-156.04108,Pacific/Honolulu,Kona,United States,North America,US,5849648,Kona International Airport,Kona International Airport,"Aeroport international de Kona,Aeroporto Internacional de Kona,Aeropuerto Internacional de Kona,Aéroport international de Kona,KOA,Ke-ahole Airport *,Keahole Airport,Keahole-Kona International Airport,Kona,Kona International Airport,Kona International Airport at Keahole,Kona International Airport at Keāhole,Mezhdunarodnyj aehroport Kona,PHKO,ke na guo ji ji chang,kona guo ji kong gang,Кона,Международный аэропорт Кона,Фурудгоҳи бин‌алмилалӣ куно,فرودگاه بین‌المللی کونا,コナ国際空港,科納國際機場",HI,1.0,19.73861,-156.04556000000002,0.5415041890756647,Hawaii,
1322,Kotlik,PFKO,63.02972,-163.56027,America/Nome,Kotlik,United States,North America,US,5866720,Kotlik Airport,Kotlik Airport,"KOT,PFKO",AK,158.0,63.035880000000006,-163.52675,1.8237542351938636,Alaska,
1323,Port Clarence,PAPC,65.25444,-166.85583,America/Anchorage,Port Clarence,United States,North America,US,5871913,Port Clarence Coast Guard Station,Port Clarence Coast Guard Station,"KPC,PAPC,Port Clarence Coast Guard Station,Port Clarence Coast Guard Station Airport",AK,180.0,65.25361,-166.85833,0.14852104238439306,Alaska,
1324,Kipnuk SPB,PAKI,59.933333999999995,-164.05,America/Nome,Kipnuk,United States,North America,US,5866392,Kipnuk Airport,Kipnuk Airport,"IIK,KPN,PAKI",AK,50.0,59.93306,-164.03083,1.068390969833831,Alaska,
1325,Perryville SPB,PAPE,55.906666,-159.145,America/Anchorage,Perryville,United States,North America,US,5871445,Perryville Airport,Perryville Airport,"AK5,Aeroport de Perryville,Aéroport de Perryville,KPV,PAPE,PEV,Perryville Airport",AK,164.0,55.90903,-159.15846000000002,0.8791488624594175,Alaska,
1326,Saint Marys,PASM,62.058666,-163.29488999999998,America/Anchorage,Saint Marys,United States,North America,US,5873197,St. Mary's Airport,St. Mary's Airport,"Aehroport Sent-Meris,Aeroport de Saint Mary,Aéroport de Saint Mary,KSM,PASM,Saint Marys Airport,St. Mary's Airport,Аэропорт Сент-Мерис",AK,270.0,62.058769999999996,-163.29765,0.14426654332356728,Alaska,
1327,International,PAKT,55.35655,-131.7087,America/Sitka,Ketchikan,United States,North America,US,5554438,Ketchikan International Airport,Ketchikan International Airport,"KTN,PAKT",AK,130.0,55.35556,-131.71361000000002,0.3293132625488385,Alaska,
1328,Brevig Mission,PFKT,65.32944499999999,-166.47166,America/Anchorage,Teller Mission,United States,North America,US,5858026,Brevig Mission Airport,Brevig Mission Airport,"Aehroport Brevig-Mishn,Aeroport de Brevig Mission,Aéroport de Brevig Mission,Brevig Mission Airport,KTS,PFKT,Аэропорт Бревиг-Мишн",AK,180.0,65.33088000000001,-166.47361999999998,0.18367337387968946,Alaska,
1329,Kasigluk,PFKA,60.876087,-162.52123999999998,America/Nome,Kasigluk,United States,North America,US,5865892,Kasigluk Airport,Kasigluk Airport,"KUK,PFKA,Z09",AK,50.0,60.86991,-162.52446,0.7086175418955197,Alaska,
1330,King Cove,PAVC,55.055,-162.31333999999998,America/Nome,King Cove,United States,North America,US,5866310,King Cove Airport,King Cove Airport,"KVC,PAVC",AK,13.0,55.115359999999995,-162.27205,7.207836218557188,Alaska,
1331,Kivalina,PAVL,67.73167,-164.54723,America/Nome,Kivalina,United States,North America,US,5866442,Kivalina Airport,Kivalina Airport,"KVL,PAVL",AK,188.0,67.73056,-164.54683,0.12457208908850546,Alaska,
1332,Kwigillingok,PAGG,59.83333199999999,-163.13333,America/Nome,Kwigillingok,United States,North America,US,5866991,Kwigillingok Airport,Kwigillingok Airport,"KWK,PAGG",AK,50.0,59.879780000000004,-163.17053,5.566845081225309,Alaska,
1333,Kwinhagak,PAQH,59.761112,-161.83333000000002,America/Anchorage,Quinhagak,United States,North America,US,5872344,Quinhagak Airport,Quinhagak Airport,"AQH,KWN,PAQH",AK,50.0,59.75898000000001,-161.85363999999998,1.1618110431845246,Alaska,
1334,Kwethluk,PFKW,60.808887,-161.4375,America/Anchorage,Kwethluk,United States,North America,US,5866986,Kwethluk Airport,Kwethluk Airport,"KWT,PFKW",AK,50.0,60.79354,-161.43916000000002,1.70888501891939,Alaska,
1335,Karluk,PAKY,57.566113,-154.45,America/Anchorage,Karluk,United States,North America,US,5865859,Karluk Airport,Karluk Airport,"KYK,PAKY",AK,150.0,57.5658,-154.45314,0.1904672882188735,Alaska,
1336,Koyukuk,PFKU,64.87805999999999,-157.71306,America/Anchorage,Koyukuk,United States,North America,US,5866754,Koyukuk Airport,Koyukuk Airport,"KYU,PFKU",AK,290.0,64.8775,-157.71822,0.2514259014283269,Alaska,
1337,Lamar Field,KLAA,38.06861,-102.69028,America/Denver,Lamar,United States,North America,US,5427960,Lamar Municipal Airport,Lamar Municipal Airport,"KLAA,LAA",CO,99,38.06973,-102.68881,0.179079409480831,Colorado,
1338,Municipal,KLAL,27.98889,-82.014725,America/New_York,Lakeland,United States,North America,US,4161446,Lakeland Linder Regional Airport,Lakeland Linder Regional Airport,"KLAL,LAL,frwdgah lyklnd lyndr ryjnl,Фурудгоҳи ликлнд линдр риҷнл,فرودگاه لیکلند لیندر ریجنل",FL,105,27.9928,-82.01581999999999,0.4478693578276703,Florida,
1339,Los Alamos,KLAM,35.88333,-106.316666,America/Denver,Los Alamos,United States,North America,US,5476830,Los Alamos County Airport,Los Alamos County Airport,"Aeroport du Comte de Los Alomos,Aéroport du Comté de Los Alomos,KLAM,LAM,Los Alamos County Airport",NM,28.0,35.880359999999996,-106.27323999999999,3.9263052679666366,New Mexico,
1340,Capital City,KLAN,42.774184999999996,-84.58958,America/Detroit,Lansing,United States,North America,US,6301632,"Lansing, Capital City Airport","Lansing, Capital City Airport","KLAN,LAN",MI,,42.7787,-84.58736,0.533742133977119,Michigan,
1341,General Brees Field,KLAR,41.31361,-105.67306,America/Denver,Laramie,United States,North America,US,5830062,Laramie,Laramie,"Gem City,LAR,Larami,Laramie,la lei mi,laeleomi,laramy,laramy  waywmng,laramy  waywmyng,rarami,Ларами,Ларамі,לאראמי,لارامي,لارامی، وایومنگ,لارامی، وایومینگ,ララミー,拉勒米,래러미",WY,1.0,41.311370000000004,-105.5911,6.849900678155498,Wyoming,
1342,Municipal,KLAW,34.569720000000004,-98.416115,America/Chicago,Lawton,United States,North America,US,4540749,Lawton–Fort Sill Regional Airport,Lawton-Fort Sill Regional Airport,"KLAW,LAW,Lawton Municipal Airport,Lawton-Fort Sill Regional Airport,Lawton–Fort Sill Regional Airport",OK,31.0,34.56758,-98.41672,0.2443203823100875,Oklahoma,
1343,Los Angeles International,KLAX,33.943397999999995,-118.40828,America/Los_Angeles,Los Angeles,United States,North America,US,5368418,Los Angeles International Airport,Los Angeles International Airport,"Aeroport Internacional de Los Angeles,Aeroport Los-Andzhelesa,Aeroport international de Los Angeles,Aeroporto Internacional de Los Angeles,Aeroporto Internazionale di Los Angeles,Aeroportul International Los Angeles,Aeroportul Internațional Los Angeles,Aeropuerto Internacional de Los Angeles,Aeropuerto Internacional de Los Ángeles,Aéroport international de Los Angeles,Bandar Udara Internasional Los Angeles,Diethnes Aerodromio tou Los Antzeles,Flughafe Los Angeles,Flughafen Los Angeles,Flughaveno Los-Angeleso,Flughaveno Los-Anĝeleso,Internationale luchthaven van Los Angeles,KLAX,LAX,Lapangan Terbang Antarabangsa Los Angeles,Los Andzelo tarptautinis oro uostas,Los Andželo tarptautinis oro uostas,Los Angeles International Airport,Los Angeles Uluslararasi Havalimani,Los Angeles Uluslararası Havalimanı,Los Angeles internasjonale lufthavn,Los Angeles-i nemzetkoezi repueloter,Los Angeles-i nemzetközi repülőtér,Los Angelesin kansainvaelinen lentoasema,Los Angelesin kansainvälinen lentoasema,Los Angelesko nazioarteko aireportua,Los-Anceles Xaliqara hawa alani,Los-Anceles Xalıqara hawa alanı,Los-Andzheles,Medzinarodne letisko Los Angeles,Medzinárodné letisko Los Angeles,Mezhdunarodno letishhe Los Andzhelis,Mines Aviation Field,Pandaigdigang Paliparan ng Los Angeles,Port lotniczy Los Angeles,San bay quoc te Los Angeles,Sân bay quốc tế Los Angeles,lacu encalacu pannattu vanurti nilaiyam,losa enjelsa antararastriya vimanatala,loseuaenjelleseu gugjegonghang,luo shan ji guo ji ji chang,mtar lws anjlws aldwly,nml htʻwph hbynlʼwmy sl lws ʼngls,rosanzerusu guo ji kong gang,Διεθνές Αεροδρόμιο του Λος Άντζελες,Аеропорт Лос-Анджелеса,Лос-Анджелес,Международно летище Лос Анджелис,לאס אנדזשעלעס אינטערנאציאנאלע פליפעלד,נמל התעופה הבינלאומי של לוס אנגלס,فرودگاه بین‌المللی لس‌آنجلس,مطار لوس أنجلوس الدولي,लॉस एंजेल्स आंतरराष्ट्रीय विमानतळ,லாசு ஏஞ்சலசு பன்னாட்டு வானூர்தி நிலையம்,ท่าอากาศยานนานาชาติลอสแอนเจลิส,ロサンゼルス国際空港,洛杉磯國際機場,로스앤젤레스 국제공항",CA,37,33.94251,-118.40897,0.11747845373731373,California,
1344,Van Nuys,KVNY,34.2,-118.5,America/Los_Angeles,Los Angeles,United States,North America,US,5405694,Van Nuys Airport,Van Nuys Airport,"KVNY,VNY",CA,37.0,34.20973,-118.49063999999998,1.3825640759617548,California,
1345,Whiteman,KWHP,34.05,-118.25,America/Los_Angeles,Los Angeles,United States,North America,US,5408955,Whiteman Airport,Whiteman Airport,"KWHP,WHP,Whiteman Air Park,Whiteman Airport",CA,37.0,34.25972,-118.41425,27.789173568567403,California,
1346,Lubbock Preston Smith International,KLBB,33.656220000000005,-101.8223,America/Chicago,Lubbock,United States,North America,US,5525589,Lubbock Preston Smith International Airport,Lubbock Preston Smith International Airport,"KLBB,LBB,Lubbock International Airport,Lubbock Preston Smith International Airport,South Plains Airport,South Plains Army Airfield",TX,303.0,33.6637,-101.82321999999999,0.8360862983815658,Texas,
1347,Westmoreland County,KLBE,40.27639,-79.40278,America/New_York,Latrobe,United States,North America,US,5197227,Latrobe,Latrobe,"LBE,Latrob,latrwb,latrwb  pynslwanya,ltrwb  pnsylwanya,Латроб,لاتروب,لاتروب، پینسلوانیا,لتروب، پنسیلوانیا",PA,129,40.32118,-79.37948,5.358096701648921,Pennsylvania,
1348,Lee Bird Field,KLBF,41.128334,-100.69667,America/Chicago,North Platte,United States,North America,US,5697939,North Platte,North Platte,"LBF,Nors Plehjtt,Nort Plejt,Nort-Platt,bei pu la te,northa pleta,noseupeullaes,nwrth blat,plt shmaly  nbraska,Норс Плэйтт,Норт Плејт,Норт-Платт,نارتھ پلیٹ، نیبراسکا,نورث بلات,پلت شمالی، نبراسکا,नॉर्थ प्लॅट,北普拉特,노스플랫",NE,111.0,41.12389,-100.76541999999999,5.77960967504916,Nebraska,
1349,Municipal,KLBL,37.044445,-100.96055600000001,America/Chicago,Liberal,United States,North America,US,5445827,Liberal Mid-America Regional Airport,Liberal Mid-America Regional Airport,"KLBL,LBL,Liberal Mid-America Regional Airport,Liberal Municipal Airport",KS,175,37.04441,-100.9534,0.6351242673067741,Kansas,
1350,Lumberton,KLBT,34.61404,-79.06011,America/New_York,Lumberton,United States,North America,US,4477529,Lumberton Regional Airport,Lumberton Regional Airport,"KLBT,LBT,Lumberton Municipal Airport,Lumberton Regional Airport",NC,155.0,34.61391,-79.06006,0.015162261059061911,North Carolina,
1351,Municipal,KLCI,43.57139,-71.42111,America/New_York,Laconia,United States,North America,US,5088444,Laconia Municipal Airport,Laconia Municipal Airport,"KLCI,LCI",NH,1.0,43.5729,-71.42576,0.41051886809895266,New Hampshire,
1352,Lake City,KLCQ,30.320557,-82.66861,America/New_York,Lake City,United States,North America,US,4161193,Lake City Gateway Airport,Lake City Gateway Airport,"KLCQ,LCQ,Lake City Gateway Airport,Lake City Municipal Airport",FL,23,30.17892,-82.57418,18.174548260077,Florida,
1353,Linden,KLDJ,40.61667,-74.25,America/New_York,Linden,United States,North America,US,5100508,Linden Airport,Linden Airport,"KLDJ,LDJ",NJ,39.0,40.61748,-74.24444,0.47786034668469507,New Jersey,
1354,Mason County,KLDM,44.075333,-86.479164,America/Detroit,Ludington,United States,North America,US,5001100,Mason County Airport,Mason County Airport,"KLDM,LDM",MI,105.0,43.95831,-86.41084000000001,14.112820863775879,Michigan,
1355,White River,KLEB,43.62936,-72.310005,America/New_York,White River,United States,North America,US,5088604,Lebanon Municipal Airport,Lebanon Municipal Airport,"KLEB,LEB",NH,9.0,43.62834,-72.30931,0.1264629521980285,New Hampshire,
1356,Leesburg,KLEE,28.833332000000002,-81.816666,America/New_York,Leesburg,United States,North America,US,4161775,Leesburg International Airport,Leesburg International Airport,"KLEE,LEE,Leesburg International Airport,Leesburg Municipal Airport",FL,69,28.82542,-81.80758,1.2479605169470906,Florida,
1357,Auburn,KLEW,44.1,-70.23333000000001,America/New_York,Lewiston,United States,North America,US,4956993,Auburn/Lewiston Municipal Airport,Auburn/Lewiston Municipal Airport,"Auburn-Lewiston Municipal Airport,Auburn/Lewiston Municipal Airport,KLEW,LEW",ME,1.0,44.048559999999995,-70.28647,7.123101421066314,Maine,
1358,Blue Grass,KLEX,38.037620000000004,-84.59792,America/New_York,Lexington,United States,North America,US,4297983,Lexington,Lexington,"LEX,Leksington,Leksingtona,Leksingtonas,Leksingtono,Leksingtun,Leksinqton,Lexington,Lexington-Fayette,Lexintonia,legsingteon,leksingtana,lie ke xing dui,lksyngtwn  kntaky,lqsyngtwn,lyksynghtwn,rekishinton,Лексингтон,Лексингтън,לקסינגטון,ليكسينغتون,لکسینگتون، کنتاکی,لیکسنگٹن، کینٹکی,लेक्सिंग्टन,ലെക്സിങ്ടൺ,ლექსინგტონი,レキシントン,列克星敦,렉싱턴",KY,67.0,37.988690000000005,-84.47771999999999,11.852890590653555,Kentucky,
1359,Lufkin Angelina County,KLFK,31.234167,-94.750275,America/Chicago,Nacogdoches,United States,North America,US,4670842,Angelina County Airport,Angelina County Airport,"Angelina County Airport,KLFK,LFK",TX,5.0,31.23408,-94.75021,0.01147950255062599,Texas,
1360,A L Mangham Jr. Regional,KOCH,31.583332000000002,-94.7,America/Chicago,Nacogdoches,United States,North America,US,4713735,Nacogdoches,Nacogdoches,"Nacodoches,Nacogdoches,Nakodoches,OCH,nakwdwchz  tgzas,nakwghdwshs,Накодочес,ناكوغدوشس,ناکودوچز، تگزاس",TX,347,31.603509999999996,-94.65549,4.775631943251264,Texas,
1361,Franklin,KLHZ,36.1,-78.3,America/New_York,Louisburg,United States,North America,US,6298551,"Louisburg, Franklin County Airport","Louisburg, Franklin County Airport","Franklin County Airport,KLHZ,LFN,LHZ,Triangle North Executive Airport",NC,069,36.02333,-78.33028,8.949273058608846,North Carolina,Franklin County
