airport_key,airport,airport_icao,latitude_x,longitude_x,timezone,city,country,continent,country_code,geoname_id,name,asciiname,alternatenames,admin1_code,admin2_code,latitude_y,longitude_y,haversine,state,county
3571,Batsfjord,ENBS,70.6,29.666667999999998,Europe/Oslo,Batsfjord,Norway,Europe,NO,6296728,Båtsfjord Airport,Batsfjord Airport,"Aeroport de Batsfjord,Aeropuerto de Batsfjord,Aeropuerto de Båtsfjord,Aéroport de Båtsfjord,BJF,Batsfjord Airport,Batsfjord lufthavn,Båtsfjord Airport,Båtsfjord lufthavn,ENBS,Flughafen Batsfjord,Flughafen Båtsfjord,frwdgah btsfywrd,فرودگاه بتسفیورد",54.0,5443.0,70.60200999999999,29.694159999999997,1.0396655854297705,,
3572,Bronnoy,ENBN,65.4617,12.215772,Europe/Oslo,Bronnoysund,Norway,Europe,NO,6296725,Bronnoysund Bronnoy Airport,Bronnoysund Bronnoy Airport,"Aeroport de Bronnoysund Bronnoy,Aéroport de Bronnoysund Bronnoy,BNN,Bronnoysund Bronnoy Airport,Bronnoysund Bronnoy lufthavn,Brønnøysund Brønnøy lufthavn,ENBN",9.0,1813.0,65.46110999999999,12.2175,0.10330495853723148,,
3573,Bodo,ENBO,67.27261999999999,14.367839000000002,Europe/Oslo,Bodo,Norway,Europe,NO,6296726,Bodø Airport,Bodo Airport,"Aeroport de Bodo,Aeropuerto de Bodo,Aeropuerto de Bodø,Aéroport de Bodø,BOO,Bodo Airport,Bodo Lufthavn,Bodo lufthavn,Bodoe flygplats,Bodö flygplats,Bodø Airport,Bodø Lufthavn,Bodø lufthavn,ENBO,Flughafen Bodo,Flughafen Bodø",9.0,1804.0,67.26916999999999,14.365279999999998,0.39906630467890203,,
3574,Berlevag,ENBV,70.86667,29.0,Europe/Oslo,Berlevag,Norway,Europe,NO,6296729,Berlevåg Airport,Berlevag Airport,"Aehroport Berlevog,Aeroport de Berlevag,Aéroport de Berlevåg,BVG,Berlevag Airport,Berlevag lufthamn,Berlevag lufthavn,Berlevåg Airport,Berlevåg lufthamn,Berlevåg lufthavn,ENBV,frwdgah brlwag,Аэропорт Берлевог,فرودگاه برلواگ",54.0,5440.0,70.87100000000001,29.02944,1.1759425614119448,,
3575,Evenes,ENEV,68.496666,16.679722,Europe/Oslo,Harstad-narvik,Norway,Europe,NO,6296734,"Harstad/Narvik Airport, Evenes","Harstad/Narvik Airport, Evenes","ENEV,EVE,Harstad/Narvik Airport  Evenes",9.0,1853.0,68.4913,16.67811,0.600280301650401,,
3577,Flora,ENFL,61.58643000000001,5.024577,Europe/Oslo,Floro,Norway,Europe,NO,6296737,Florø Airport,Floro Airport,"Aeroport de Floro,Aeropuerto de Floro,Aeropuerto de Florø,Aéroport de Florø,ENFL,FRO,Floro Airport,Florø Airport,Flughafen Floro,Flughafen Florø",46.0,4602.0,61.58361,5.024719999999999,0.313661403627404,,
3578,Klanten Airport,ENKL,60.7,8.95,Europe/Oslo,Gol,Norway,Europe,NO,7730484,Gol Airport,Gol Airport,"Aeroport de Gol,Aeropuerto de Gol,Aéroport de Gol,ENKL,GLL,Gol Airport,Gol flyplass",30.0,3041.0,60.7914,9.05056,11.539094119558413,,
3579,Hasvik,ENHK,70.46667,22.15,Europe/Oslo,Hasvik,Norway,Europe,NO,6296743,Hasvik Airport,Hasvik Airport,"ENHK,HAA,Hasvik,Hasvik Airport",54.0,5433.0,70.48668,22.13974,2.257442893446169,,
3580,Haugesund,ENHD,59.344765,5.215903,Europe/Oslo,Haugesund,Norway,Europe,NO,6296740,"Haugesund Airport, Karmøy","Haugesund Airport, Karmoy","Aeroport de Haugesund,Aeropuerto de Haugesund-Karmoy,Aeropuerto de Haugesund-Karmøy,Aéroport de Haugesund,ENHD,HAU,Haugesund Airport  Karmoy,Haugesund Airport  Karmøy,Haugesund Lufthavn  Karmoy,Haugesund Lufthavn  Karmøy,Haugesund lufthavn  Karmoy,Haugesund lufthavn  Karmøy,frwdgah hwgswnd,فرودگاه هوگسوند",14.0,1149.0,59.34526999999999,5.20836,0.43131921949281393,,
3581,Hammerfest,ENHF,70.67999,23.675867,Europe/Oslo,Hammerfest,Norway,Europe,NO,6296742,Hammerfest Airport,Hammerfest Airport,"Aeroport de Hammerfest,Aeropuerto de Hammerfest,Aéroport de Hammerfest,ENHF,Flughafen Hammerfest,HFT,Hammerfest Airport,Hammerfest lufthavn",54.0,5406.0,70.68037,23.672620000000002,0.12670347064761628,,
3582,Hamar Airport,ENHA,60.8,11.116667,Europe/Oslo,Hamar,Norway,Europe,NO,7668223,Stafsberg Airport,Stafsberg Airport,"ENHA,HMR",34.0,3403.0,60.8181,11.068,3.319141498436776,,
3583,Hovden,ENOV,62.179787,6.078802,Europe/Oslo,Orsta-Volda,Norway,Europe,NO,6296760,"Ørsta–Volda Airport, Hovden","Orsta-Volda Airport, Hovden","ENOV,HOV,Orsta-Volda Airport  Hovden,Orsta-Volda lufthamn  Hovden,Ørsta-Volda lufthamn  Hovden,Ørsta–Volda Airport  Hovden",8.0,1520.0,62.179790000000004,6.07325,0.288118980227058,,
3584,Valan,ENHV,70.98333000000001,25.833332000000002,Europe/Oslo,Honningsvag,Norway,Europe,NO,6296745,"Honningsvåg Airport, Valan","Honningsvag Airport, Valan","Aeroport de Honningsvag,Aéroport de Honningsvåg,ENHV,HVG,Honningsvag Airport  Valan,Honningsvag Lufthavn  Valan,Honningsvag lufthamn  Valan,Honningsvag lufthavn,Honningsvåg Airport  Valan,Honningsvåg Lufthavn  Valan,Honningsvåg lufthamn  Valan,Honningsvåg lufthavn,frwdgah hnyngswag walan,فرودگاه هنینگسواگ والان",54.0,5435.0,71.00948000000001,25.97786,5.986674790665091,,
3585,Hoeybuktmoen,ENKR,69.7235,29.891184000000003,Europe/Oslo,Kirkenes,Norway,Europe,NO,779304,Kirkenes,Kirkenes,"ENKR,Hoibugtmoen,Höibugtmoen,KKN",54.0,5444.0,69.72578,29.89129,0.2535576826134894,,
3586,Kjevik,ENCN,58.20255,8.073732000000001,Europe/Oslo,Kristiansand,Norway,Europe,NO,6296730,"Kristiansand Airport, Kjevik","Kristiansand Airport, Kjevik","ENCN,Flughafen Kristiansand,KRS,Kristiansand Airport  Kjevik,Kristiansand Lufthavn  Kjevik,Kristiansand flygplats  Kjevik,Kristiansand lufthamn  Kjevik,Kristiansand lufthavn  Kjevik,Kristiansandin lentoasema",42.0,4204.0,58.204209999999996,8.08537,0.7064047124004202,,
3587,Kvernberget,ENKB,63.114723,7.844444,Europe/Oslo,Kristiansand,Norway,Europe,NO,6296748,"Kristiansund Airport, Kvernberget","Kristiansund Airport, Kvernberget","Aeroport de Kristiansund,Aéroport de Kristiansund,ENKB,KSU,Kristiansund Airport  Kvernberget,Kristiansund lufthavn  Kvernberget",8.0,1505.0,63.11178,7.82452,1.053980046751479,,
3588,Banak,ENNA,70.06778,24.973612,Europe/Oslo,Lakselv,Norway,Europe,NO,6296754,Lakselv Banak Airport,Lakselv Banak Airport,"ENNA,LKL,Lakselv Airport,Lakselv Banak Airport,Lakselv lufthavn  Banak",54.0,5436.0,70.06881,24.973489999999998,0.11462426121250338,,
3589,Leknes,KLKN,68.15420999999999,13.614864,Europe/Oslo,Leknes,Norway,Europe,NO,7626400,Leknes,Leknes,LKN,9.0,1860.0,68.14746,13.61151,0.7632924850146358,,
3590,Mehamn,ENMR,71.03333,27.833332000000002,Europe/Oslo,Mehamn,Norway,Europe,NO,6296751,Mehamn Airport,Mehamn Airport,"Aeroport de Mehamn,Aéroport de Mehamn,ENMH,MEH,Meham lufthavn,Mehamn,Mehamn Airport,Mehamn Flughafen",54.0,5439.0,71.02901999999999,27.8264,0.54079386317088,,
3591,Kjaerstad,ENMS,65.78439,13.218328,Europe/Oslo,Mosjoen,Norway,Europe,NO,6296753,"Mosjøen Airport, Kjærstad","Mosjoen Airport, Kjaerstad","Aeropuerto de Mosjoen-Kjaerstad,Aeropuerto de Mosjøen-Kjærstad,ENMS,Flughafen Mosjoen  Kjaerstad,Flughafen Mosjøen  Kjærstad,MJF,Mosjoen Airport  Kjaerstad,Mosjoen Kjaerstad,Mosjoen Lufthavn  Kjaerstad,Mosjoen lufthamn  Kjaerstad,Mosjoen lufthavn  Kjaerstad,Mosjøen Airport  Kjærstad,Mosjøen Lufthavn  Kjærstad,Mosjøen lufthamn  Kjærstad,Mosjøen lufthavn  Kjærstad,frwdgah mwshn kyashtad,فرودگاه موشن کیاشتاد",9.0,1824.0,65.78399999999999,13.21491,0.1618123074498481,,
3592,Aro,ENML,62.747303,7.262117999999999,Europe/Oslo,Molde,Norway,Europe,NO,6296752,"Molde Airport, Årø","Molde Airport, Aro","Aeroport de Molde  Aro,Aeropuerto de Molde  Aro,Aeropuerto de Molde  Årø,Aéroport de Molde  Årø,ENML,Flughafen Molde  Aro,Flughafen Molde  Årø,MOL,Molde Airport  Aro,Molde Airport  Årø,Molde Lufthavn  Aro,Molde Lufthavn  Årø,Molde lufthamn  Aro,Molde lufthamn  Årø,Molde lufthavn  Aro,Molde lufthavn  Årø,frwdgah arw mwldh,فرودگاه آرو مولده",8.0,1506.0,62.744719999999994,7.2625,0.2878748075124019,,
3593,Mo I Rana,ENRA,66.36465,14.302748000000001,Europe/Oslo,Mo I Rana,Norway,Europe,NO,6296761,"Mo i Rana Airport, Røssvoll","Mo i Rana Airport, Rossvoll","Aeropuerto de Mo i Rana-Rossvoll,Aeropuerto de Mo i Rana-Røssvoll,ENRA,MQN,Mo i Rana Airport  Rossvoll,Mo i Rana Airport  Røssvoll,Mo i Rana lufthamn  Rossvoll,Mo i Rana lufthamn  Røssvoll,Mo i Rana lufthavn  Rossvoll,Mo i Rana lufthavn  Røssvoll,frwdgah mw ay rana,فرودگاه مو ای رانا",9.0,1833.0,66.36458,14.300120000000001,0.1174139003642417,,
3594,Notodden,ENNO,59.58333199999999,9.283333,Europe/Oslo,Notodden,Norway,Europe,NO,6296757,Notodden Airport,Notodden Airport,"ENNO,NTB,Notodden Airport,Notodden flyplass  Tuven",38.0,3808.0,59.56568000000001,9.21222,4.459629046729318,,
3595,Framnes,ENNK,68.425,17.425,Europe/Oslo,Narvik,Norway,Europe,NO,3144987,Narvik,Narvik,"Kommun Narvik,NVK,Narviika,Narvik,Narvikas,Narviks kommun,Narwik,na er wei ke,naleubikeu,narbhika,naruvu~iku,nrwwyq,Νάρβικ,Нарвик,Нарвік,Նարվիկ,נרוויק,নার্ভিক,ナルヴィク,纳尔维克,나르비크",9.0,1806.0,68.43838000000001,17.4272,1.4905055112908758,,
3596,Orland,ENOL,63.7,9.616667,Europe/Oslo,Orland,Norway,Europe,NO,6296759,Ørland Airport,Orland Airport,"ENOL,OLA,Orland Airport,Orland lufthavn,Ørland Airport,Ørland lufthavn",21.0,5057.0,63.69891,9.604,0.6357417923332697,,
3597,Gardermoen,ENGM,60.19419,11.100411,Europe/Oslo,Oslo,Norway,Europe,NO,3156088,"Oslo Airport, Gardermoen","Oslo Airport, Gardermoen","ENGM,Gardermoen,OSL,Oslo Airport  Gardermoen,Oslo lufthamn  Gardermoen,Oslo lufthavn  Gardermoen",30.0,3033.0,60.19392,11.10036,0.030154710843403845,,
3598,Moss Airport,ENRY,59.37903000000001,10.800161,Europe/Oslo,Oslo,Norway,Europe,NO,6296765,Rygge,Rygge,"ENRY,RYG",30.0,3002.0,59.378930000000004,10.78539,0.8366739417818712,,
3599,Namsos,ENNM,64.47273,11.570002,Europe/Oslo,Namsos,Norway,Europe,NO,6296756,Namsos Lufthavn,Namsos Lufthavn,"ENNM,OSY",21.0,5007.0,64.46667,11.58333,0.9284594778684617,,
3600,Stolport,ENRS,67.48333000000001,12.083333,Europe/Oslo,Rost,Norway,Europe,NO,6296764,Rost Flyplass,Rost Flyplass,"ENRS,RET",9.0,1856.0,67.5278,12.1033,5.017275503037931,,
3601,Roros,ENRO,62.579166,11.345556,Europe/Oslo,Roros,Norway,Europe,NO,6296763,Røros Airport,Roros Airport,"ENRO,RRS,Roros Airport,Roros Lufthavn,Røros Airport",21.0,5025.0,62.57841,11.34235,0.18444488540011486,,
3602,Ryumsjoen,ENRM,64.88333,11.233333,Europe/Oslo,Roervik,Norway,Europe,NO,6296762,"Rørvik Airport, Ryum","Rorvik Airport, Ryum","Aeropuerto de Rorvik-Ryum,Aeropuerto de Rørvik-Ryum,ENRM,RVK,Rorvik Airport  Ryum,Rorvik lufthavn  Ryum,Rørvik Airport  Ryum,Rørvik lufthavn  Ryum,frwdgah arwyk  arywm,فرودگاه ارویک، اریوم",21.0,5060.0,64.83847,11.14584,6.477930633991803,,
3603,Sandane,ENSD,61.766666,6.216667,Europe/Oslo,Sandane,Norway,Europe,NO,6296767,Sandane / Anda,Sandane / Anda,"ENSD,SDN",,,61.833330000000004,6.11667,9.086069826889682,,
3604,Skien,ENSN,59.182777,9.5625,Europe/Oslo,Skien,Norway,Europe,NO,6296771,Skien-Geiteryggen Airport,Skien-Geiteryggen Airport,"ENSN,SKE,Skien-Geiteryggen Airport",38.0,3807.0,59.185,9.566939999999999,0.3536505870560015,,
3605,Skagen,ENSK,68.57915,15.032921,Europe/Oslo,Stokmarknes,Norway,Europe,NO,6296770,Storkmarknes / Skagen,Storkmarknes / Skagen,"ENSK,SKN",9.0,1866.0,68.58333,15.016670000000001,0.8071528101439658,,
3606,Haukasen,ENSG,61.158127,7.1369880000000006,Europe/Oslo,Sogndal,Norway,Europe,NO,7288345,Sogndal,Sogndal,"Kommun Sogndal,SOG,Sogdal',Sogndal,Sogndalis,sognadala,song da er,Согдаль,Согндал,সোগ্নডাল,松達爾",46.0,4640.0,61.22908,7.09674,8.179029552060321,,
3607,Sorkjosen,ENSR,69.78333,20.933332,Europe/Oslo,Sorkjosen,Norway,Europe,NO,6296773,Sørkjosen Airport,Sorkjosen Airport,"ENSR,SOJ,Sorkjosen lufthavn,Sørkjosen lufthavn",54.0,5428.0,69.78619,20.96088,1.1052244922959578,,
3608,Stord Airport,ENSO,59.83333199999999,5.4166669999999995,Europe/Oslo,Stord,Norway,Europe,NO,6296772,Stord / Soerstokken,Stord / Soerstokken,"ENSO,SRP",46.0,4614.0,59.79192,5.34085,6.25892780139158,,
3609,Stokka,ENST,65.959946,12.476517999999999,Europe/Oslo,Sandnessjoen,Norway,Europe,NO,6296775,"Sandnessjøen Airport, Stokka","Sandnessjoen Airport, Stokka","Aeroport de Sandnessjoen-Stokka,Aeropuerto de Sandnessjoen-Stokka,Aeropuerto de Sandnessjøen-Stokka,Aéroport de Sandnessjøen-Stokka,ENST,SSJ,Sandnessjoen / Stokka,Sandnessjoen Airport  Stokka,Sandnessjoen Lufthavn  Stokka,Sandnessjoen lufthamn  Stokka,Sandnessjoen lufthavn  Stokka,Sandnessjøen Airport  Stokka,Sandnessjøen Lufthavn  Stokka,Sandnessjøen lufthamn  Stokka,Sandnessjøen lufthavn  Stokka,frwdgah sndnsywn,فرودگاه سندنسیون",9.0,1820.0,65.95683000000001,12.46894,0.4877490419738787,,
3610,Sola,ENZV,58.88215,5.6291970000000005,Europe/Oslo,Stavanger,Norway,Europe,NO,6296780,"Stavanger Airport, Sola","Stavanger Airport, Sola","ENZV,SVG,Stavanger Airport  Sola,Stavanger lufthavn  Sola",14.0,1124.0,58.876780000000004,5.63786,0.7774428094236061,,
3611,Helle,ENSH,68.24498,14.667774,Europe/Oslo,Svolvaer,Norway,Europe,NO,6296769,"Svolvær Airport, Helle","Svolvaer Airport, Helle","Aeroport de Svolvaer-Helle,Aeropuerto de Svolvaer-Helle,Aeropuerto de Svolvær-Helle,Aéroport de Svolvær-Helle,ENSH,Flughafen Svolvaer  Helle,Flughafen Svolvær  Helle,SVJ,Svolvaer Airport  Helle,Svolvaer lufthavn  Helle,Svolvaers flygplats  Helle,Svolvær Airport  Helle,Svolvær lufthavn  Helle,Svolværs flygplats  Helle,frwdgah hlw slwar,فرودگاه هلو سلوار",9.0,1865.0,68.24503,14.669579999999998,0.07463833972117274,,
3612,Tromso/langnes,ENTC,69.67983000000001,18.907343,Europe/Oslo,Tromso,Norway,Europe,NO,6296776,"Tromsø Airport, Langnes","Tromso Airport, Langnes","Aeroport de Tromso Langnes,Aéroport de Tromsø Langnes,ENTC,TOS,Tromso Airport  Langnes,Tromso lufthavn  Langnes,Tromsoe-Langnes Flygplats,Tromsö-Langnes Flygplats,Tromsø Airport  Langnes,Tromsø lufthavn  Langnes",54.0,5401.0,69.68333,18.91667,0.530239125861918,,
3613,Værnes,ENVA,63.454285,10.917863,Europe/Oslo,Trondheim,Norway,Europe,NO,6296778,"Trondheim Airport, Værnes","Trondheim Airport, Vaernes","ENVA,TRD,Trondheim / Vaernes,Trondheim Airport  Vaernes,Trondheim Airport  Værnes",21.0,5035.0,63.45756,10.92425,0.48305830096483937,,
3614,Vardoe,ENSS,70.35472,31.045555,Europe/Oslo,Vardoe,Norway,Europe,NO,6296774,"Vardø Airport, Svartnes","Vardo Airport, Svartnes","Aeroport de Vardo  Svartnes,Aeropuerto de Vardo  Svartnes,Aeropuerto de Vardø  Svartnes,Aéroport de Vardø  Svartnes,ENSS,VAW,Vardo Airport  Svartnes,Vardo lufthavn  Svartnes,Vardø Airport  Svartnes,Vardø lufthavn  Svartnes",54.0,5404.0,70.35539,31.044890000000002,0.0785388450435871,,
3615,Valdres Lufthavn Leirin,ENFG,61.08333199999999,9.333333,Europe/Oslo,Fagernes,Norway,Europe,NO,6296736,"Fagernes Airport, Leirin","Fagernes Airport, Leirin","ENFG,Fagernes Airport  Leirin,Fagernes Lufthavn  Leirin,Fagernes flygplats  Leirin,Fagernes lufthamn  Leirin,Fagernes lufthavn  Leirin,VDB",34.0,3451.0,61.01556,9.28806,7.920098059174045,,
3616,Vadso,ENVD,70.065,29.845278000000004,Europe/Oslo,Vadso,Norway,Europe,NO,6296779,Vadsø Airport,Vadso Airport,"ENVD,VDS,Vadso,Vadso Airport,Vadso Lufthavn,Vadso lufthamn,Vadso lufthavn,Vadsø Airport,Vadsø Lufthavn,Vadsø lufthamn,Vadsø lufthavn,frwdgah wadsw,فرودگاه وادسو",54.0,5405.0,70.06477,29.8399,0.20549167722153852,,
3617,Akureyri,BIAR,65.65456400000001,-18.075067999999998,Atlantic/Reykjavik,Akureyri,Iceland,Europe,IS,6295706,Akureyri Airport,Akureyri Airport,"AEY,Akureyri Airport,BIAR",40.0,6000,65.65999000000001,-18.0727,0.6130288586665336,,
3618,Borgarfjordur Eystri,BIBF,66.0,-14.5,Atlantic/Reykjavik,Borgarfjordur Eystri,Iceland,Europe,IS,7730421,Borgarfjörður Eystri Airport,Borgarfjoerdur Eystri Airport,"BGJ,BIBF,Borgarfjoerdur Eystri Airport,Borgarfjörður Eystri Airport",38.0,7509,65.516,-13.815999999999999,62.221721749951854,,
3619,Bildudalur,BIBD,65.833336,-23.983334,Atlantic/Reykjavik,Bildudalur,Iceland,Europe,IS,7668100,Bildudalur Airport,Bildudalur Airport,"BIBD,BIU",44.0,4607,65.6413,-23.5462,29.238855338000572,,
3620,Bakkafjordur,BIBK,66.066666,-14.75,Atlantic/Reykjavik,Bakkafjordur,Iceland,Europe,IS,7730422,Bakkafjörður Airport,Bakkafjoerdur Airport,"BIBK,BJD",40.0,6709,66.0219,-14.8244,6.005108193185176,,
3621,Blonduos,BIBL,65.666664,-20.3,Atlantic/Reykjavik,Blonduos,Iceland,Europe,IS,7730423,Hjaltabakki Airport,Hjaltabakki Airport,"BIBL,BLO",41.0,5612,65.645,-20.2875,2.4761307193858864,,
3622,Breiddalsvik,BIBV,64.76666999999999,-14.0,Atlantic/Reykjavik,Breiddalsvik,Iceland,Europe,IS,7730425,Breiðdalsvík Airport,Breiddalsvik Airport,"BIBV,BXV,Breiddalsvik Airport,Breiðdalsvík Airport",38.0,7613,64.79078,-14.048079999999999,3.5181156854022286,,
3623,Djupivogur,BIDV,64.650276,-14.268332999999998,Atlantic/Reykjavik,Djupivogur,Iceland,Europe,IS,7730426,Djúpivogur Airport,Djupivogur Airport,"BIDV,DJU",38.0,7617,64.643,-14.277999999999999,0.9308221187103,,
3624,Egilsstadir,BIEG,65.27778,-14.402778,Atlantic/Reykjavik,Egilsstadir,Iceland,Europe,IS,6295707,Egilsstaðir Airport,Egilsstadir Airport,"Aeroport de Egilsstadir,Aeropuerto de Egilsstadir,Aeropuerto de Egilsstaðir,Aéroport de Egilsstaðir,BIEG,EGS,Egilsstadaflugvoellur,Egilsstadir Airport,Egilsstaðaflugvöllur,Egilsstaðir Airport,Flughafen Egilsstadir,Flughafen Egilsstaðir,eiirususutajiru kong gang,frwdgah agylstadyr,فرودگاه اگیلستادیر,エイイルススタジル空港",38.0,7620,65.28333,-14.4,0.6305067606020853,,
3625,Fagurholsmyri,BIFM,63.88333000000001,-16.65,Atlantic/Reykjavik,Fagurholsmyri,Iceland,Europe,IS,7730428,Fagurhólsmýri Airport,Fagurholsmyri Airport,"BIFM,FAG,Fagurholsmyri Airport,Fagurhólsmýri Airport",38.0,7708,63.8747,-16.6411,1.0538961865090037,,
3626,Faskrudsfjordur,BIFF,64.95,-14.016667000000002,Atlantic/Reykjavik,Faskrudsfjordur,Iceland,Europe,IS,7730427,Fáskrúðsfjörður Airport,Faskrudsfjoerdur Airport,"BIFF,FAS",38.0,7300,64.932,-14.05,2.5437306658254135,,
3627,Gjogur,BIGJ,65.98333000000001,-21.35,Atlantic/Reykjavik,Gjogur,Iceland,Europe,IS,7668101,Gjögur Airport,Gjoegur Airport,"BIGJ,GJR,Gjoegur Airport,Gjoegurflugvoellur,Gjögur Airport,Gjögurflugvöllur",44.0,4901,65.9953,-21.3269,1.6923309169950398,,
3628,Grimsey,BIGR,66.566666,-18.016666,Atlantic/Reykjavik,Grimsey,Iceland,Europe,IS,6295708,Grímsey Airport,Grimsey Airport,"BIGR,GRY,Grimsey Airport,Grimseyjarflugvoellur,Grímsey Airport,Grímseyjarflugvöllur",40.0,6000,66.54661999999999,-18.017229999999998,2.2291562133384266,,
3629,Grundarfjordur,BIGF,64.96667,-23.166667999999998,Atlantic/Reykjavik,Grundarfjordur,Iceland,Europe,IS,7730429,Grundarfjörður Airport,Grundarfjoerdur Airport,"BIGF,GUU",45.0,3709,64.9914,-23.2247,3.8743330759379733,,
3630,Hornafjordur,BIHN,64.28333,-15.266667000000002,Atlantic/Reykjavik,Hornafjordur,Iceland,Europe,IS,6295709,Hornafjörður Airport,Hornafjoerdur Airport,"BIHN,HFN,Hornafjordur Airport",38.0,7708,64.29556,-15.22722,2.338882156574207,,
3631,Holmavik,BIHK,65.7,-22.466667,Atlantic/Reykjavik,Holmavik,Iceland,Europe,IS,7730430,Hólmavík Airport,Holmavik Airport,"BIHK,HVK",44.0,4911,65.7047,-21.6964,35.246616402851465,,
3632,Husavik,BIHU,65.95528,-17.427778,Atlantic/Reykjavik,Husavik,Iceland,Europe,IS,7668102,Husavik Airport,Husavik Airport,"BIHU,HZK",40.0,6100,65.9523,-17.426,0.34101343348323826,,
3633,Isafjordur,BIIS,66.05972,-23.132778,Atlantic/Reykjavik,Isafjordur,Iceland,Europe,IS,7668103,Ísafjörður Airport,Isafjoerdur Airport,"Aeroport d'Isafjoerdur,Aéroport d'Ísafjörður,BIIS,IFJ,Isafjoerdur Airport,Ísafjörður Airport",44.0,4200,66.0581,-23.1353,0.21307105159449638,,
3634,Keflavik International,BIKF,63.997765,-22.624283,Atlantic/Reykjavik,Reykjavik,Iceland,Europe,IS,6295710,Keflavík International Airport,Keflavik International Airport,"Aeroport Internacional de Keflavik,Aeroport Internacional de Keflavík,Aeroport international de Keflavik,Aeroporto Internacional de Keflavik,Aeroporto Internacional de Keflavík,Aeroporto Internazionale di Keflavik,Aeroporto Internazionale di Keflavík,Aeropuerto Internacional de Keflavik,Aeropuerto Internacional de Keflavík,Aéroport international de Keflavík,BIKF,Bandar Udara Internasional Keflavik,Bandar Udara Internasional Keflavík,Diethnes Aerodromio Keflavik,Flughafen Keflavik,Flughafen Keflavík,Furudgoҳi Bajnalmillalii Keflavik,KEF,Keblavik,Keflavik International Airport,Keflavik Uluslararasi Havalimani,Keflavik internasjonale lufthavn,Keflavik nazioarteko aireportua,Keflavik nemzetkoezi repueloter,Keflaviki rahvusvaheline lennujaam,Keflavikin kansainvaelinen lentoasema,Keflaviks flygplats,Keflavikurflugvelli,Keflavikurflugvoellur,Keflavík International Airport,Keflavík Uluslararası Havalimanı,Keflavík internasjonale lufthavn,Keflavík nazioarteko aireportua,Keflavík nemzetközi repülőtér,Keflavíki rahvusvaheline lennujaam,Keflavíkin kansainvälinen lentoasema,Keflavíks flygplats,Keflavíkurflugvelli,Keflavíkurflugvöllur,Lapangan Terbang Keflavik,Port lotniczy Keflavik,Port lotniczy Keflavík,Reykjavik-Keflavik Airport,Reykjavík-Keflavík Airport,San bay quoc te Keflavik,Sân bay quốc tế Keflavík,kai fu la wei ke guo ji ji chang,kepeullabikeu gugjegonghang,kepuravu~iku guo ji kong gang,mtar kyflafyk aldwly,nml htʻwph hbynlʼwmy qplʼwwyq,Διεθνές Αεροδρόμιο Κέφλαβικ,Кеблавик,Фурудгоҳи Байналмиллалии Кефлавик,נמל התעופה הבינלאומי קפלאוויק,فرودگاه بین‌المللی کفلاویک,مطار كيفلافيك الدولي,کلاوک بین الاقوامی ہوائی اڈہ,ケプラヴィーク国際空港,凯夫拉维克国际机场,케플라비크 국제공항",43.0,2503,63.985,-22.60556,1.6876462655343087,,
3635,Reykjavik Domestic,BIRK,64.13105999999999,-21.932476,Atlantic/Reykjavik,Reykjavik,Iceland,Europe,IS,6295712,Reykjavik Airport,Reykjavik Airport,"BIRK,RKV",39.0,0000,64.13,-21.94056,0.4095384896549905,,
3636,Reykiahlid,BIRL,65.61667,-16.966667,Atlantic/Reykjavik,Myvatn,Iceland,Europe,IS,7730437,Reykjahlíð Mývatn Airport,Reykjahlid Myvatn Airport,"BIRL,MVA,Reykjahlid Myvatn Airport,Reykjahlíð Mývatn Airport",40.0,6607,65.6558,-16.9181,4.888245727860973,,
3637,Nordfjordur,BINF,65.166664,-22.0,Atlantic/Reykjavik,Nordfjordur,Iceland,Europe,IS,7730434,Norðfjörður Airport,Nordfjoerdur Airport,"BINF,NOR",38.0,7300,65.1319,-13.7464,385.438218051326,,
3638,Olafsfjordur,BIOF,65.583336,-19.833332000000002,Atlantic/Reykjavik,Olafsfjordur,Iceland,Europe,IS,7730435,Ólafsfjörður Airport,Olafsfjoerdur Airport,"BIOF,OFJ",40.0,6250,66.0833,-18.6667,76.88126103635629,,
3639,Kopasker,BIKP,66.416664,-16.483334,Atlantic/Reykjavik,Kopasker,Iceland,Europe,IS,7730433,Kópasker Airport,Kopasker Airport,"Aeroport de Kopasker,Aéroport de Kópasker,BIKP,Kopasker Airport,Kópasker Airport,OPA",40.0,6100,66.31062,-16.463060000000002,11.826160871728167,,
3640,Patreksfjordur,BIPA,65.03333,-19.008333,Atlantic/Reykjavik,Patreksfjordur,Iceland,Europe,IS,7668105,Patreksfjordur Airport,Patreksfjordur Airport,"BIPA,PFJ",44.0,4607,65.5558,-23.965,237.5015962251071,,
3641,Raufarhofn,BIRG,66.416664,-15.016667000000002,Atlantic/Reykjavik,Raufarhofn,Iceland,Europe,IS,6295711,Raufarhöfn Airport,Raufarhoefn Airport,"BIRG,RFN,Raufarhoefn Airport,Raufarhöfn Airport",40.0,6100,66.40661999999999,-15.919189999999999,40.17396534852364,,
3642,Reykholar,BIRE,65.166664,-21.416667999999998,Atlantic/Reykjavik,Reykholar,Iceland,Europe,IS,7730436,Reykhólar Airport,Reykholar Airport,"BIRE,RHA",44.0,4502,65.45263,-22.206120000000002,48.53468606154334,,
