airport_key,airport,airport_icao,latitude,longitude,timezone,city,country,continent
2672,Taiyuan,ZBYN,37.754997,112.62585,Asia/Shanghai,Taiyuan,China,Asia
2673,Urumqi,ZWWW,43.90126,87.47515,Asia/Shanghai,Urumqi,China,Asia
2674,Yulin,ZLYL,38.274155,109.73038,Asia/Shanghai,Yulin,China,Asia
2675,Weifang,ZSWF,36.641075,119.11347,Asia/Shanghai,Weifang,China,Asia
2676,Weihai,ZSWH,37.18814,122.23607,Asia/Shanghai,Weihai,China,Asia
2677,Wuhu,ZSWU,31.366667,118.36667,Asia/Shanghai,Wuhu,China,Asia
2678,Puzhehei,ZPWS,23.374907,104.24256,Asia/Shanghai,Wenshan,China,Asia
2679,Wenzhou,ZSWZ,27.91566,120.84738,Asia/Shanghai,Wenzhou,China,Asia
2680,Wu Hai,ZBUH,39.794724,106.799164,Asia/Shanghai,Wu Hai,China,Asia
2681,Tianhe International,ZHHH,30.776598,114.209625,Asia/Shanghai,Wuhan,China,Asia
2682,Wuyishan,ZSWY,27.716667,117.96667,Asia/Shanghai,Wuyishan,China,Asia
2683,Wuxi,ZSWX,31.49289,120.42438,Asia/Shanghai,Wuxi,China,Asia
2684,Changzhoudao,ZGWZ,23.456062,111.25191,Asia/Shanghai,Wuzhou,China,Asia
2685,Wanxian,ZUWX,30.799679,108.42695,Asia/Shanghai,Wanxian,China,Asia
2686,Xiangfan,ZHXF,32.151558,112.28627,Asia/Shanghai,Xiangfan,China,Asia
2687,Xichang,ZUXC,27.981922,102.187645,Asia/Shanghai,Xichang,China,Asia
2688,Xilinhot,ZBXH,43.918762,115.95924,Asia/Shanghai,Xilinhot,China,Asia
2689,Xingning,ZGXN,24.0,116.0,Asia/Shanghai,Xingning,China,Asia
2690,Xianyang,ZLXY,34.441154,108.75605,Asia/Shanghai,Xi'an,China,Asia
2691,Xiamen,ZSAM,24.536882,118.1275,Asia/Shanghai,Xiamen,China,Asia
2692,Xining,ZLXN,36.525322,102.03754,Asia/Shanghai,Xining,China,Asia
2693,Xingtai,ZBXT,37.1,114.5,Asia/Shanghai,Xingtai,China,Asia
2694,Xuzhou,ZSXZ,34.052925,117.55408,Asia/Shanghai,Xuzhou,China,Asia
2695,Yibin,ZUYB,28.797659,104.54395,Asia/Shanghai,Yibin,China,Asia
2696,Yun Cheng,ZBYC,35.018,110.993,Asia/Shanghai,Yun Cheng,China,Asia
2697,Yichang,ZHYC,30.549934,111.478935,Asia/Shanghai,Yichang,China,Asia
2698,Yining,ZWYN,43.952,81.33144,Asia/Shanghai,Yining,China,Asia
2699,Yiwu,ZSYW,29.344563,120.02881,Asia/Shanghai,Yiwu,China,Asia
2700,Yanji,ZYYJ,42.885662,129.43936,Asia/Shanghai,Yanji,China,Asia
2701,Yantai,ZSYT,37.407326,121.3711,Asia/Shanghai,Yantai,China,Asia
2702,Yancheng,ZSYN,33.43468,120.20418,Asia/Shanghai,Yancheng,China,Asia
2703,Taizhou,ZSYA,32.563057,119.71889,Asia/Shanghai,Yangzhou,China,Asia
2704,Batang,ZLYS,32.8399,97.0379,Asia/Shanghai,Yushu,China,Asia
2705,Zhaotong,ZPZT,27.316668,103.8,Asia/Shanghai,Zhaotong,China,Asia
2706,Zhanjiang,ZGZJ,21.214727,110.36272,Asia/Shanghai,Zhanjiang,China,Asia
2707,Xiangshan,ZLZW,37.568935,105.15253,Asia/Shanghai,Zhongwei,China,Asia
2708,Zhuhai Airport,ZGUH,22.011787,113.3706,Asia/Shanghai,Zhuhai,China,Asia
2709,Zunyi,ZUZY,27.666668,106.833336,Asia/Shanghai,Zunyi,China,Asia
2710,Al Ghaydah,OYGD,16.19596,52.173256,Asia/Aden,Al Ghaydah,Yemen,Asia
2711,International,OYAA,12.826116,45.037537,Asia/Aden,Aden,Yemen,Asia
2712,Ataq,ODAT,13.866667,46.3,Asia/Aden,Ataq,Yemen,Asia
2713,Beihan,OYBN,14.783333,45.733334,Asia/Aden,Beihan,Yemen,Asia
2714,Abbse,OYAB,14.583333,43.5,Asia/Aden,Abbse,Yemen,Asia
2715,Seiyun,OYSY,15.961794,48.787086,Asia/Aden,Seiyun,Yemen,Asia
2716,Hodeidah Airport,OYHD,14.755638,42.970478,Asia/Aden,Hodeidah,Yemen,Asia
2717,Qishn,OYQN,15.05,50.05,Asia/Aden,Qishn,Yemen,Asia
2718,Mareb,OYMB,15.483333,45.333332,Asia/Aden,Mareb,Yemen,Asia
2719,Riyan Mukalla,OYRN,14.666999,49.373684,Asia/Aden,Riyan Mukalla,Yemen,Asia
2720,El Rahaba Airport (Sanaa Intenational),OYSN,15.473598,44.22511,Asia/Aden,Sanaa,Yemen,Asia
2721,Socotra,ODSQ,12.627546,53.909245,Asia/Aden,Socotra,Yemen,Asia
2722,Sadah,OYSH,16.866667,43.61667,Asia/Aden,Sadah,Yemen,Asia
2723,Al Janad,OYTZ,13.685553,44.134346,Asia/Aden,Taiz,Yemen,Asia
2724,Mukeiras,OYMK,13.933333,45.683334,Asia/Aden,Mukeiras,Yemen,Asia
2725,Quetzaltenango,MGQZ,14.87,-91.5,America/Guatemala,Quetzaltenango,Guatemala,North America
2726,Quiche Airport,MGQC,15.01,-91.15,America/Guatemala,Quiche,Guatemala,North America
2727,Coban,MGCB,15.471667,-90.409164,America/Guatemala,Coban,Guatemala,North America
2728,Carmelita,MGCR,17.458332,-90.05333,America/Guatemala,Carmelita,Guatemala,North America
2729,Coatepeque Airport,MGCT,14.766667,-91.916664,America/Guatemala,Coatepeque,Guatemala,North America
2730,Santa Elena,MGTK,16.916668,-89.88333,America/Guatemala,Flores,Guatemala,North America
2731,Puerto San Jose,MGSJ,13.93619,-90.83583,America/Guatemala,Puerto San Jose,Guatemala,North America
2732,La Aurora,MGGT,14.588071,-90.53068,America/Guatemala,Guatemala City,Guatemala,North America
2733,Huehuetenango,MGHT,15.333333,-91.46667,America/Guatemala,Huehuetenango,Guatemala,North America
2734,Puerto Barrios,MGPB,15.723056,-88.60611,America/Guatemala,Puerto Barrios,Guatemala,North America
2735,Poptun,MGPP,16.35,-89.433334,America/Guatemala,Poptun,Guatemala,North America
2736,Base Aerea Del Sur,MGRT,14.520278,-91.696945,America/Guatemala,Retalhuleu,Guatemala,North America
2737,Rubelsanto,MGRB,15.833333,-90.333336,America/Guatemala,Rubelsanto,Guatemala,North America
2738,RAF Station,EGUD,51.666668,-1.283333,Africa/Lagos,Asaba,Nigeria,Africa
2739,Nnamdi Azikiwe International Airport,DNAA,9.004614,7.270447,Africa/Lagos,Abuja,Nigeria,Africa
2740,Akure,DNAK,7.25,5.083333,Africa/Lagos,Akure,Nigeria,Africa
2741,Benin City,DNBE,6.316943,5.603863,Africa/Lagos,Benin City,Nigeria,Africa
2742,Calabar,DNCA,4.96889,8.347415,Africa/Lagos,Calabar,Nigeria,Africa
2743,Enugu,DNEN,6.472048,7.56772,Africa/Lagos,Enugu,Nigeria,Africa
2744,Lawanti,DNGO,10.298056,10.898889,Africa/Lagos,Gombe,Nigeria,Africa
2745,Ibadan,DNIB,7.431944,3.911111,Africa/Lagos,Ibadan,Nigeria,Africa
2746,Ilorin,DNIL,8.5,4.533333,Africa/Lagos,Ilorin,Nigeria,Africa
2747,Jos,DNJO,9.868056,8.893056,Africa/Lagos,Jos,Nigeria,Africa
2748,Kaduna,DNKA,10.595833,7.440278,Africa/Lagos,Kaduna,Nigeria,Africa
2749,Aminu Kano International Airport,DNKN,12.045549,8.522271,Africa/Lagos,Kano,Nigeria,Africa
2750,Murtala Muhammed,DNMM,6.577871,3.321178,Africa/Lagos,Lagos,Nigeria,Africa
2751,Makurdi,DNMK,7.75,8.533333,Africa/Lagos,Makurdi,Nigeria,Africa
2752,Maiduguri,DNMA,11.844167,13.068056,Africa/Lagos,Maiduguri,Nigeria,Africa
2753,Minna,DNMN,9.616667,6.533333,Africa/Lagos,Minna,Nigeria,Africa
2754,Port Harcourt,DNPO,5.006506,6.9499,Africa/Lagos,Port Harcourt,Nigeria,Africa
2755,Sam Mbakwe International,DNIM,5.427866,7.201676,Africa/Lagos,Owerri,Nigeria,Africa
2756,Warri,DNSU,5.594487,5.819282,Africa/Lagos,Warri,Nigeria,Africa
2757,Akwa Ibom International,DNAI,4.876463,8.085693,Africa/Lagos,Uyo,Nigeria,Africa
2758,Sokoto,DNSO,13.006389,5.242222,Africa/Lagos,Sokoto,Nigeria,Africa
2759,Yola,DNYO,9.266111,12.432222,Africa/Lagos,Yola,Nigeria,Africa
2760,Zaria,DNZA,11.0,7.666667,Africa/Lagos,Zaria,Nigeria,Africa
2761,Los Llanos,LEAB,38.948334,-1.863333,Europe/Madrid,Albacete,Spain,Europe
2762,Lanzarote,GCRR,28.950668,-13.609059,Atlantic/Canary,Arrecife,Spain,Europe
2763,Pablo Ruiz Picasso,LEMG,36.675182,-4.489616,Europe/Madrid,Malaga,Spain,Europe
2764,Alicante El Altet,LEAL,38.287098,-0.557381,Europe/Madrid,Alicante,Spain,Europe
2765,El Prat De Llobregat,LEBL,41.30303,2.07593,Europe/Madrid,Barcelona,Spain,Europe
2766,Bilbao,LEBB,43.305534,-2.905808,Europe/Madrid,Bilbao,Spain,Europe
2767,Talaveral La Real,LEBZ,38.891666,-6.82,Europe/Madrid,Badajoz,Spain,Europe
2768,Castellon,LECN,40.2097,0.06972,Europe/Madrid,Castellon de la Plana,Spain,Europe
2769,Donostia - San Sebastian,LESO,43.3564,-1.793538,Europe/Madrid,San Sebastian,Spain,Europe
2770,Fuerteventura,GCFV,28.450605,-13.869893,Atlantic/Canary,Puerto del Rosario,Spain,Europe
2771,La Gomera,GCGM,28.016666,-17.2,Atlantic/Canary,San Sebas De La Gomera,Spain,Europe
2772,Girona-Costa Brava,LEGE,41.89804,2.766383,Europe/Madrid,Gerona,Spain,Europe
2773,Granada,LEGR,37.184727,-3.776954,Europe/Madrid,Granada,Spain,Europe
2774,Huesca-Pirineos,LEHC,42.08093,-0.323469,Europe/Madrid,Huesca,Spain,Europe
2775,Ibiza,LEIB,38.876595,1.367803,Europe/Madrid,Ibiza,Spain,Europe
2776,Alguaire,LEDA,41.728836,0.543302,Europe/Madrid,Lleida,Spain,Europe
2777,La Coruna,LECO,43.30236,-8.381923,Europe/Madrid,La Coruna,Spain,Europe
2778,Almeria,LEAM,36.847984,-2.371873,Europe/Madrid,Almeria,Spain,Europe
2779,Leon,LELN,42.59057,-5.64629,Europe/Madrid,Leon,Spain,Europe
2780,Seo de Urgel,LESU,42.416668,1.466667,Europe/Madrid,Seo de Urgel,Spain,Europe
2781,Gran Canaria,GCLP,27.938944,-15.389351,Atlantic/Canary,Las Palmas,Spain,Europe
2782,Barajas,LEMD,40.46515,-3.570209,Europe/Madrid,Madrid,Spain,Europe
2783,Torrejon AFB,LETO,40.455555,-3.546667,Europe/Madrid,Madrid,Spain,Europe
2784,Mahon,LEMH,39.864746,4.226256,Europe/Madrid,Menorca,Spain,Europe
2785,San Javier,LELC,37.77521,-0.81904,Europe/Madrid,Murcia,Spain,Europe
2786,Melilla,GEML,35.277077,-2.957473,Africa/Ceuta,Melilla,Spain,Europe
2787,Cordoba,LEBA,37.84111,-4.847222,Europe/Madrid,Cordoba,Spain,Europe
2788,Asturias,LEAS,43.55891,-6.032094,Europe/Madrid,Oviedo,Spain,Europe
2789,Moron,LEMO,37.24917,-5.759444,Europe/Madrid,Moron,Spain,Europe
2790,Son Sant Joan Airport,LEPA,39.547653,2.730388,Europe/Madrid,Palma Mallorca,Spain,Europe
2791,Pamplona,LEPP,42.767498,-1.639347,Europe/Madrid,Pamplona,Spain,Europe
2792,Reus,LERS,41.146103,1.153319,Europe/Madrid,Reus,Spain,Europe
2793,Burgos,LEBG,42.35494,-3.62295,Europe/Madrid,Burgos,Spain,Europe
2794,Agoncillo,LELO,42.456944,-2.323611,Europe/Madrid,Logrono,Spain,Europe
2795,Corvera International,LEMI,37.7933,-1.14028,Europe/Madrid,Corvera,Spain,Europe
2796,Santiago De Compostela,LEST,42.897316,-8.420327,Europe/Madrid,Santiago De Compostela,Spain,Europe
2797,Santander,LEXJ,43.423084,-3.824453,Europe/Madrid,Santander,Spain,Europe
2798,Matacan,LESA,40.966667,-5.65,Europe/Madrid,Salamanca,Spain,Europe
2799,La Palma,GCLA,28.626389,-17.755556,Atlantic/Canary,Santa Cruz De La Palma,Spain,Europe
2800,San Pablo,LEZL,37.423477,-5.900136,Europe/Madrid,Sevilla,Spain,Europe
2801,Norte Los Rodeos,GCXO,28.488056,-16.345982,Atlantic/Canary,Tenerife,Spain,Europe
2802,Sur Reina Sofia,GCTS,28.044443,-16.5725,Atlantic/Canary,Tenerife,Spain,Europe
2803,Hierro,GCHI,27.813969,-17.884937,Atlantic/Canary,Valverde,Spain,Europe
2804,Vigo,LEVX,42.224552,-8.634025,Europe/Madrid,Vigo,Spain,Europe
2805,Vitoria,LEVT,42.833332,-2.5,Europe/Madrid,Vitoria,Spain,Europe
2806,Valladolid,LEVD,41.70581,-4.844626,Europe/Madrid,Valladolid,Spain,Europe
2807,Jerez De La Frontera,LEJR,36.750614,-6.064535,Europe/Madrid,Jerez De La Frontera,Spain,Europe
2808,Zaragoza,LEZG,41.66386,-1.007466,Europe/Madrid,Zaragoza,Spain,Europe
2809,Abadan,OIAA,30.363905,48.226597,Asia/Tehran,Abadan,Iran,Asia
2810,Sahand,OITM,37.347244,46.145115,Asia/Tehran,Sahand,Iran,Asia
2811,Zabol Airport,OIZB,31.087694,61.542244,Asia/Tehran,Zabol,Iran,Asia
2812,Ardabil,OITL,38.323826,48.42125,Asia/Tehran,Ardabil,Iran,Asia
2813,Abu Musa,OIBA,25.8875,55.041668,Asia/Tehran,Abu Musa,Iran,Asia
2814,Sabzevar,OIMS,36.171513,57.60332,Asia/Tehran,Sabzevar,Iran,Asia
2815,Araak,OIHR,34.13333,49.833332,Asia/Tehran,Araak,Iran,Asia
2816,Ahwaz,OIAW,31.34292,48.74668,Asia/Tehran,Ahwaz,Iran,Asia
2817,Yazd,OIYY,31.903603,54.283264,Asia/Tehran,Yazd,Iran,Asia
2818,Bandar Lengeh,OIBL,26.529486,54.829147,Asia/Tehran,Bandar Lengeh,Iran,Asia
2819,Bojnord,OIMN,37.48972,57.30885,Asia/Tehran,Bojnord,Iran,Asia
2820,Bandar Abbas,OIKB,27.21059,56.368385,Asia/Tehran,Bandar Abbas,Iran,Asia
2821,Bishe-kola,OINJ,36.65,52.35,Asia/Tehran,Bishe-kola,Iran,Asia
2822,Bushehr,OIBB,28.958284,50.825424,Asia/Tehran,Bushehr,Iran,Asia
2823,Bam,OIKM,29.080082,58.449356,Asia/Tehran,Bam,Iran,Asia
2824,Sarakhs,OIMC,36.488056,61.07,Asia/Tehran,Sarakhs,Iran,Asia
2825,Shahre-kord,OIFS,32.294453,50.837536,Asia/Tehran,Shahre-kord,Iran,Asia
2826,Dezful,OIAD,32.438828,48.38468,Asia/Tehran,Dezful,Iran,Asia
2827,Fasa,OISF,28.933332,53.7,Asia/Tehran,Fasa,Iran,Asia
2828,Gorgan,OING,36.90851,54.410515,Asia/Tehran,Gorgan,Iran,Asia
2829,Hamadan,OIHS,34.867146,48.53732,Asia/Tehran,Hamadan,Iran,Asia
2830,Havadarya,OIKP,27.05,56.166668,Asia/Tehran,Havadarya,Iran,Asia
2831,Hesa,OIFE,32.916668,51.55,Asia/Tehran,Hesa,Iran,Asia
2832,Isfahan International,OIFM,32.745686,51.87638,Asia/Tehran,Isfahan,Iran,Asia
2833,Iran Shahr,OIZI,27.228365,60.71806,Asia/Tehran,Iran Shahr,Iran,Asia
2834,Ilaam,OICI,33.58637,46.399235,Asia/Tehran,Ilaam,Iran,Asia
2835,Zanjan,OITZ,36.774418,48.369854,Asia/Tehran,Zanjan,Iran,Asia
2836,Jiroft,OIKJ,28.716667,57.666668,Asia/Tehran,Jiroft,Iran,Asia
2837,Kerman,OIKK,30.258778,56.96192,Asia/Tehran,Kerman,Iran,Asia
2838,Khorramabad,OICK,33.43861,48.280834,Asia/Tehran,Khorramabad,Iran,Asia
2839,Khoy,OITK,38.42917,44.97139,Asia/Tehran,Khoy,Iran,Asia
2840,Kish Island,OIBK,26.532276,53.972084,Asia/Tehran,Kish Island,Iran,Asia
2841,Kermanshah,OICC,34.355915,47.145126,Asia/Tehran,Kermanshah,Iran,Asia
2842,Lamerd,OISR,27.37412,53.190926,Asia/Tehran,Lamerd,Iran,Asia
2843,Lar Airport,OISL,27.66969,54.38276,Asia/Tehran,Lar,Iran,Asia
2844,Mashad,OIMM,36.227173,59.64165,Asia/Tehran,Mashad,Iran,Asia
2845,Mahshahr,OIAM,30.535557,49.16722,Asia/Tehran,Bandar Mahshahr,Iran,Asia
2846,Now Shahr,OINN,36.666668,51.5,Asia/Tehran,Now Shahr,Iran,Asia
2847,Urmieh,OITR,37.662525,45.05877,Asia/Tehran,Urmieh,Iran,Asia
2848,Parsabad,OITP,39.60689,47.87752,Asia/Tehran,Parsabad,Iran,Asia
2849,Persian Gulf International,OIBP,27.383959,52.735516,Asia/Tehran,Asaloyeh,Iran,Asia
2850,Rasht,OIGG,37.321815,49.619587,Asia/Tehran,Rasht,Iran,Asia
2851,Rafsanjan,OIKR,30.296944,56.056667,Asia/Tehran,Rafsanjan,Iran,Asia
2852,Shahrud,OIMJ,36.426792,55.094624,Asia/Tehran,Shahrud,Iran,Asia
2853,Ramsar,OINR,36.904625,50.68244,Asia/Tehran,Ramsar,Iran,Asia
2854,Sanandaj,OICS,35.251472,47.013767,Asia/Tehran,Sanandaj,Iran,Asia
2855,Dashte Naz,OINS,36.635727,53.197277,Asia/Tehran,Sary,Iran,Asia
2856,Sirri Island,OIBS,25.916668,54.533333,Asia/Tehran,Sirri Island,Iran,Asia
2857,Sirjan,OIKY,29.550123,55.664917,Asia/Tehran,Sirjan,Iran,Asia
2858,Shahid Dastghaib International,OISS,29.54613,52.58997,Asia/Tehran,Shiraz,Iran,Asia
2859,Tabriz,OITT,38.12285,46.244274,Asia/Tehran,Tabriz,Iran,Asia
2860,Tabas,OIMT,33.68,56.90139,Asia/Tehran,Tabas,Iran,Asia
2861,Mehrabad (Qualeh Morgeh),OIII,35.691532,51.32187,Asia/Tehran,Tehran,Iran,Asia
2862,Birjand,OIMB,32.89905,59.25499,Asia/Tehran,Birjand,Iran,Asia
2863,Yasouj,OISY,30.699774,51.55276,Asia/Tehran,Yasouj,Iran,Asia
2864,Zahedan,OIZH,29.475756,60.90033,Asia/Tehran,Zahedan,Iran,Asia
2865,Chah- Bahar,OIZC,25.436478,60.379562,Asia/Tehran,Chah-bahar,Iran,Asia
2866,Felix Houphouet Boigny,DIAP,5.254879,-3.933015,Africa/Abidjan,Abidjan,Ivory Coast,Africa
2867,Aboisso,DIAO,5.433333,-3.216667,Africa/Abidjan,Aboisso,Ivory Coast,Africa
2868,Yamoussoukro,DIYO,6.816667,-5.283333,Africa/Abidjan,Yamoussoukro,Ivory Coast,Africa
2869,Hkg,DIGN,4.666667,-6.95,Africa/Abidjan,Bereby,Ivory Coast,Africa
2870,Bondoukou,DIBU,8.033333,-2.8,Africa/Abidjan,Bondoukou,Ivory Coast,Africa
2871,Bouna,DIBN,9.266667,-3.0,Africa/Abidjan,Bouna,Ivory Coast,Africa
2872,Boundiali,DIBI,8.75,-6.5,Africa/Abidjan,Boundiali,Ivory Coast,Africa
2873,Bouake,DIBK,7.739444,-5.069167,Africa/Abidjan,Bouake,Ivory Coast,Africa
2874,Dimbokro,DIDK,6.75,-4.766667,Africa/Abidjan,Dimbokro,Ivory Coast,Africa
2875,Divo,DIDV,5.8,-5.25,Africa/Abidjan,Divo,Ivory Coast,Africa
2876,Daloa,DIDL,6.866944,-6.466667,Africa/Abidjan,Daloa,Ivory Coast,Africa
2877,Ferkessedougou,DIFK,9.6,-5.2,Africa/Abidjan,Ferkessedougou,Ivory Coast,Africa
2878,Gagnoa,DIGA,6.133333,-5.933333,Africa/Abidjan,Gagnoa,Ivory Coast,Africa
2879,Guiglo,DIGL,6.333333,-7.75,Africa/Abidjan,Guiglo,Ivory Coast,Africa
2880,Korhogo,DIKO,9.413889,-5.616667,Africa/Abidjan,Korhogo,Ivory Coast,Africa
2881,Odienne,DIOD,9.49,-7.570833,Africa/Abidjan,Odienne,Ivory Coast,Africa
2882,Man,DIMN,7.381667,-7.528333,Africa/Abidjan,Man,Ivory Coast,Africa
2883,Ouango Fitini,DIOF,9.6,-4.033333,Africa/Abidjan,Ouango Fitini,Ivory Coast,Africa
2884,Abengourou,DIAU,6.7,-3.45,Africa/Abidjan,Abengourou,Ivory Coast,Africa
2885,Seguela,DISG,7.966667,-6.666667,Africa/Abidjan,Seguela,Ivory Coast,Africa
2886,San Pedro,DISP,4.730278,-6.626944,Africa/Abidjan,San Pedro,Ivory Coast,Africa
2887,Touba,DITM,8.283333,-7.683333,Africa/Abidjan,Touba,Ivory Coast,Africa
2888,Tabou,DITB,4.433333,-7.366667,Africa/Abidjan,Tabou,Ivory Coast,Africa
2889,Sassandra,DISS,4.924444,-6.135556,Africa/Abidjan,Sassandra,Ivory Coast,Africa
2890,Kabri Dar,HADK,6.733889,44.26611,Africa/Addis_Ababa,Kabri Dar,Ethiopia,Africa
2891,Bole International,HAAB,8.983759,38.7959,Africa/Addis_Ababa,Addis Ababa,Ethiopia,Africa
2892,Arba Mintch,HAAM,6.036111,37.576942,Africa/Addis_Ababa,Arba Mintch,Ethiopia,Africa
2893,Asosa,HASO,10.047222,34.536667,Africa/Addis_Ababa,Asosa,Ethiopia,Africa
2894,Awassa,HALA,7.061111,38.4875,Africa/Addis_Ababa,Awassa,Ethiopia,Africa
2895,Axum,HAAX,14.120833,38.716667,Africa/Addis_Ababa,Axum,Ethiopia,Africa
2896,Jinka,HABC,5.783333,36.55,Africa/Addis_Ababa,Jinka,Ethiopia,Africa
2897,Beica,HABE,9.391667,34.533333,Africa/Addis_Ababa,Beica,Ethiopia,Africa
2898,Bahar Dar,HABD,11.603292,37.32324,Africa/Addis_Ababa,Bahar Dar,Ethiopia,Africa
2899,Debra Marcos,HADM,10.319444,37.743057,Africa/Addis_Ababa,Debra Marcos,Ethiopia,Africa
2900,Debra Tabor,HADT,11.968056,38.025276,Africa/Addis_Ababa,Debra Tabor,Ethiopia,Africa
2901,Dembidollo,HADD,8.571111,34.88333,Africa/Addis_Ababa,Dembidollo,Ethiopia,Africa
2902,Aba Tenna D Yilma,HADR,9.61338,41.857994,Africa/Addis_Ababa,Dire Dawa,Ethiopia,Africa
2903,Combolcha,HADC,11.075,39.71528,Africa/Addis_Ababa,Dessie,Ethiopia,Africa
2904,Neghelli,HANG,5.283333,39.716667,Africa/Addis_Ababa,Neghelli,Ethiopia,Africa
2905,Fincha,HAFN,9.583333,37.433334,Africa/Addis_Ababa,Fincha,Ethiopia,Africa
2906,Gode/Iddidole,HAGO,5.902222,43.628334,Africa/Addis_Ababa,Gode,Ethiopia,Africa
2907,Gondar,HAGN,12.514444,37.445557,Africa/Addis_Ababa,Gondar,Ethiopia,Africa
2908,Gambela,HAGM,8.283333,34.583332,Africa/Addis_Ababa,Gambela,Ethiopia,Africa
2909,Ghinnir,HAGH,7.15,40.716667,Africa/Addis_Ababa,Ghinnir,Ethiopia,Africa
2910,Goba,HAGB,7.013889,39.980556,Africa/Addis_Ababa,Goba,Ethiopia,Africa
2911,Gore,HAGR,8.155556,35.538055,Africa/Addis_Ababa,Gore,Ethiopia,Africa
2912,Humera,HAHU,14.25,36.583332,Africa/Addis_Ababa,Humera,Ethiopia,Africa
2913,Jigiga,HAJJ,9.366667,42.766666,Africa/Addis_Ababa,Jijiga,Ethiopia,Africa
2914,Jimma,HAJM,7.654444,36.82111,Africa/Addis_Ababa,Jimma,Ethiopia,Africa
2915,Kelafo,HAKL,5.666667,44.333332,Africa/Addis_Ababa,Kelafo,Ethiopia,Africa
2916,Lalibela,HALL,12.016667,39.066666,Africa/Addis_Ababa,Lalibela,Ethiopia,Africa
2917,Mekane Selam,HAMA,11.683333,38.15,Africa/Addis_Ababa,Mekane Selam,Ethiopia,Africa
2918,Makale,HAMK,13.468333,39.52639,Africa/Addis_Ababa,Makale,Ethiopia,Africa
2919,Mizan Teferi,HAMT,6.966667,35.533333,Africa/Addis_Ababa,Mizan Teferi,Ethiopia,Africa
2920,Mendi,HAMN,9.816667,35.083332,Africa/Addis_Ababa,Mendi,Ethiopia,Africa
2921,Nejjo,HANJ,9.5,35.466667,Africa/Addis_Ababa,Nejjo,Ethiopia,Africa
2922,Nekemt,HANK,9.066667,36.5,Africa/Addis_Ababa,Nekemt,Ethiopia,Africa
2923,Soddu,HASD,6.836111,37.775,Africa/Addis_Ababa,Soddu,Ethiopia,Africa
2924,Tippi,HATP,7.201111,35.41528,Africa/Addis_Ababa,Tippi,Ethiopia,Africa
2925,Waca,HAWC,7.166667,37.166668,Africa/Addis_Ababa,Waca,Ethiopia,Africa
2926,Al-Aqiq,OEBA,20.29401,41.64002,Asia/Riyadh,Al-Baha,Saudi Arabia,Asia
2927,Abha,OEAB,18.23429,42.657574,Asia/Riyadh,Abha,Saudi Arabia,Asia
2928,Jouf,OESK,29.788668,40.101486,Asia/Riyadh,Sakaka Al Jouf,Saudi Arabia,Asia
2929,Prince Sultan Air Base,OEPS,24.063334,47.580555,Asia/Riyadh,Al Kharj,Saudi Arabia,Asia
2930,Qaisumah,OEPA,28.334408,46.121315,Asia/Riyadh,Qaisumah,Saudi Arabia,Asia
2931,Bisha,OEBH,19.994509,42.618484,Asia/Riyadh,Bisha,Saudi Arabia,Asia
2932,King Abdulaziz AB,OEDR,26.39286,50.17475,Asia/Riyadh,Dhahran,Saudi Arabia,Asia
2933,King Fahd International Airport,OEDF,26.471111,49.79778,Asia/Riyadh,Dammam,Saudi Arabia,Asia
2934,Dawadmi,OEDW,24.445545,44.1287,Asia/Riyadh,Dawadmi,Saudi Arabia,Asia
2935,Nejran,OENG,17.613281,44.414646,Asia/Riyadh,Nejran,Saudi Arabia,Asia
2936,Wedjh,OEWJ,26.207716,36.47481,Asia/Riyadh,Wedjh,Saudi Arabia,Asia
2937,Gassim Regional Airport,OEGS,26.305029,43.768177,Asia/Riyadh,Buraidah,Saudi Arabia,Asia
2938,Jazan,OEGN,16.898949,42.582344,Asia/Riyadh,Jazan,Saudi Arabia,Asia
2939,Hail,OEHL,27.438158,41.690483,Asia/Riyadh,Hail,Saudi Arabia,Asia
2940,Alahsa,OEAH,25.294783,49.48746,Asia/Riyadh,Alahsa,Saudi Arabia,Asia
2941,King Abdulaziz International,OEJN,21.670233,39.150578,Asia/Riyadh,Jeddah,Saudi Arabia,Asia
2942,King Khalid Military,OEKK,27.911282,45.523495,Asia/Riyadh,King Khalid Mil. City,Saudi Arabia,Asia
2943,Khamis Mushait,OEKM,18.3,42.716667,Asia/Riyadh,Khamis Mushait,Saudi Arabia,Asia
2944,Mohammad Bin Abdulaziz,OEMA,24.544369,39.698967,Asia/Riyadh,Madinah,Saudi Arabia,Asia
2945,Arar,OERR,30.903028,41.137115,Asia/Riyadh,Arar,Saudi Arabia,Asia
2946,Rafha,OERF,29.623463,43.488785,Asia/Riyadh,Rafha,Saudi Arabia,Asia
2947,King Khaled International,OERK,24.95929,46.702877,Asia/Riyadh,Riyadh,Saudi Arabia,Asia
2948,Sharurah,OESH,17.46946,47.111984,Asia/Riyadh,Sharurah,Saudi Arabia,Asia
2949,Sulayel,OESL,20.466667,45.61667,Asia/Riyadh,Sulayel,Saudi Arabia,Asia
2950,Taif,OETF,21.480364,40.552685,Asia/Riyadh,Taif,Saudi Arabia,Asia
2951,Turaif,OETR,31.68873,38.73383,Asia/Riyadh,Turaif,Saudi Arabia,Asia
