airport_key,airport,airport_icao,latitude,longitude,timezone,city,country,continent
777,Bettles,PABT,66.915276,-151.52638,America/Anchorage,Bettles,United States,North America
778,Burlington International,KBTV,44.469013,-73.15527,America/New_York,Burlington,United States,North America
779,Beatty,KBTY,36.9,-116.76667,America/Los_Angeles,Beatty,United States,North America
780,Buffalo Niagara International,KBUF,42.933826,-78.731804,America/New_York,Buffalo,United States,North America
781,Bob Hope,KBUR,34.19619,-118.35411,America/Los_Angeles,Burbank,United States,North America
782,Bartlesville,KBVO,36.7625,-96.01083,America/Chicago,Bartlesville,United States,North America
783,Beluga,PABG,61.169445,-151.03612,America/Anchorage,Beluga,United States,North America
784,Municipal,KBVX,35.766666,-91.65,America/Chicago,Batesville,United States,North America
785,Beverly Municipal Airport,KBVY,42.55,-70.88333,America/New_York,Beverly,United States,North America
786,Brawley,KBWC,32.983334,-115.51667,America/Los_Angeles,Brawley,United States,North America
787,Warren County,KBWG,36.962223,-86.42222,America/Chicago,Bowling Green,United States,North America
788,Baltimore/Washington International Thurgood Marshall,KBWI,39.179527,-76.66894,America/New_York,Baltimore,United States,North America
789,Glenn L Martin,KMTN,39.321667,-76.41167,America/New_York,Baltimore,United States,North America
790,Bowman,KBPP,46.183334,-103.4,America/Boise,Bowman,United States,North America
791,George R Carr,KBXA,30.933332,-89.88333,America/Chicago,Bogalusa,United States,North America
792,Buckeye Municipal,KBXK,33.36667,-112.583336,America/Phoenix,Buckeye,United States,North America
793,Borrego Springs,KBXS,33.343334,-116.32778,America/Los_Angeles,Borrego Springs,United States,North America
794,Municipal,KBYG,44.35,-106.7,America/Denver,Buffalo,United States,North America
795,Blytheville AFB,KBYH,35.933334,-89.916664,America/Chicago,Blytheville,United States,North America
796,Municipal,KHKA,35.933334,-89.916664,America/Chicago,Blytheville,United States,North America
797,Rupert,KBYI,42.54139,-113.77417,America/Boise,Rupert,United States,North America
798,Bicycle Lake AAF,KBYS,35.266666,-116.566666,America/Los_Angeles,Fort Irwin,United States,North America
799,Gallatin Field,KBZN,45.777687,-111.16033,America/Denver,Bozeman,United States,North America
800,Cadillac,KCAD,44.275833,-85.42222,America/Detroit,Cadillac,United States,North America
801,Metropolitan Airport,KCAE,33.946907,-81.12501,America/New_York,Columbia,United States,North America
802,Owens Field,KCUB,33.936943,-81.11528,America/New_York,Columbia,United States,North America
803,Clayton,KCAO,36.45,-103.183334,America/Denver,Clayton,United States,North America
804,Municipal,KCAR,46.86667,-68.01667,America/New_York,Caribou,United States,North America
805,Greater Cumberland Regional,KCBE,39.614445,-78.76611,America/New_York,Cumberland,United States,North America
806,Municipal,KCBF,41.266666,-95.86667,America/Chicago,Council Bluffs,United States,North America
807,Cable Airport,KCCB,34.113888,-117.68889,America/Los_Angeles,Upland,United States,North America
808,Buchanan Field,KCCR,37.988888,-122.05556,America/Los_Angeles,Concord,United States,North America
809,Municipal,KCCY,43.066666,-92.683334,America/Chicago,Charles City,United States,North America
810,Cold Bay,PACD,55.20457,-162.71774,America/Nome,Cold Bay,United States,North America
811,Cedar City,KCDC,37.7025,-113.09611,America/Denver,Cedar City,United States,North America
812,Harrell Field,KCDH,33.583332,-92.833336,America/Chicago,Camden,United States,North America
813,Lewis,KCDK,29.133333,-83.03333,America/New_York,Cedar Key,United States,North America
814,Chadron,KCDR,42.835,-103.09778,America/Denver,Chadron,United States,North America
815,Childress,KCDS,37.416668,-100.21667,America/Chicago,Childress,United States,North America
816,Mudhole Smith,PACV,60.493057,-145.47,America/Anchorage,Cordova,United States,North America
817,Caldwell Wright,KCDW,40.833332,-74.26667,America/New_York,Caldwell,United States,North America
818,Mc Namara Field,KCEC,41.78,-124.23583,America/Los_Angeles,Crescent City,United States,North America
819,Westover ARB/Metropolitan,KCEF,42.183376,-72.55383,America/New_York,Chicopee,United States,North America
820,Central,PACE,65.57472,-144.78194,America/Anchorage,Central,United States,North America
821,Oconee County,KCEU,34.683334,-82.833336,America/New_York,Clemson,United States,North America
822,Bob Sikes,KCEW,30.766666,-86.566666,America/Chicago,Crestview,United States,North America
823,Montezuma County,KCEZ,37.302776,-108.62722,America/Denver,Cortez,United States,North America
824,Morenci,KCFT,33.05,-109.3,America/Phoenix,Clifton,United States,North America
825,Municipal,KCFV,37.033333,-95.61667,America/Chicago,Coffeyville,United States,North America
826,Cambridge,KCGE,38.566666,-76.083336,America/New_York,Cambridge,United States,North America
827,Cape Girardeau,KCGI,37.22361,-89.57167,America/Chicago,Cape Girardeau,United States,North America
828,College Park,KCGS,33.666668,-84.45,America/New_York,College Park,United States,North America
829,Municipal,KCGZ,32.88333,-111.75,America/Phoenix,Casa Grande,United States,North America
830,Lovell Field,KCHA,35.036926,-85.197784,America/New_York,Chattanooga,United States,North America
831,Municipal,KCHK,35.05,-97.96667,America/Chicago,Chickasha,United States,North America
832,Challis,KLLJ,44.5,-114.25,America/Boise,Challis,United States,North America
833,Albemarle,KCHO,38.139416,-78.44928,America/New_York,Charlottesville,United States,North America
834,Charleston AFB Municipal,KCHS,32.884354,-80.037155,America/New_York,Charleston,United States,North America
835,Chuathbaluk,PACH,61.583435,-159.23882,America/Anchorage,Chuathbaluk,United States,North America
836,Chico,KCIC,39.795834,-121.85667,America/Los_Angeles,Chico,United States,North America
837,Eastern Iowa Airport,KCID,41.889423,-91.7003,America/Chicago,Cedar Rapids,United States,North America
838,Craig-Moffat,KCAG,40.495556,-107.525,America/Denver,Craig,United States,North America
839,Chalkyitsik,PACI,66.648056,-143.72917,America/Anchorage,Chalkyitsik,United States,North America
840,Carroll,KCIN,42.066666,-94.86667,America/Chicago,Carroll,United States,North America
841,Cairo,KCIR,37.0,-89.183334,America/Chicago,Cairo,United States,North America
842,Chippewa County,KCIU,46.5,-84.35,America/Detroit,Sault Sainte Marie,United States,North America
843,Kincheloe AFB,PAIN,46.5,-84.35,America/Detroit,Sault Sainte Marie,United States,North America
844,Benedum,KCKB,39.295555,-80.22945,America/New_York,Clarksburg,United States,North America
845,Municipal,KCKN,47.783333,-96.61667,America/Chicago,Crookston,United States,North America
846,Outlaw Field,KCKV,36.620834,-87.414444,America/Chicago,Clarksville,United States,North America
847,Mc Clellan-Palomar Airport,KCRQ,33.11667,-117.26667,America/Los_Angeles,San Diego,United States,North America
848,North Island NAS,KNZY,32.7,-117.2,America/Los_Angeles,San Diego,United States,North America
849,San Diego International Airport,KSAN,32.731937,-117.19731,America/Los_Angeles,San Diego,United States,North America
850,Brown Field Municipalcipal,KSDM,32.572224,-116.98,America/Los_Angeles,San Diego,United States,North America
851,Gillespie Field,KSEE,32.82611,-116.97222,America/Los_Angeles,San Diego,United States,North America
852,Municipal,KCLK,35.538055,-98.9325,America/Chicago,Clinton,United States,North America
853,Sherman,KCSM,35.539165,-96.933334,America/Chicago,Clinton,United States,North America
854,Easterwood Field,KCLL,30.593842,-96.36682,America/Chicago,College Station,United States,North America
855,Fairchild International,KCLM,48.121883,-123.49511,America/Los_Angeles,Port Angeles,United States,North America
856,Clarks Point,PFCL,58.843056,-158.54306,America/Anchorage,Clarks Point,United States,North America
857,Charlotte Douglas,KCLT,35.219166,-80.93584,America/New_York,Charlotte,United States,North America
858,Columbus Municipal,KBAK,39.216667,-85.916664,America/Indiana/Indianapolis,Columbus,United States,North America
859,Executive,KCLW,27.976667,-82.75861,America/New_York,Clearwater,United States,North America
860,Port Columbus International,KCMH,39.99818,-82.884964,America/New_York,Columbus,United States,North America
861,Rickenbacker,KLCK,39.816666,-82.933334,America/New_York,Columbus,United States,North America
862,Ohio State University,KOSU,40.078056,-83.07333,America/New_York,Columbus,United States,North America
863,University Of Illinois Willard,KCMI,40.039665,-88.26905,America/Chicago,Champaign,United States,North America
864,Houghton County,KCMX,47.167778,-88.48639,America/Detroit,Hancock,United States,North America
865,Fort Mccoy,KCMY,44.03347,-90.77897,America/Chicago,Sparta,United States,North America
866,Municipal,KCNH,43.38333,-72.333336,America/New_York,Claremont,United States,North America
867,Blosser Municipal,KCNK,39.566666,-97.666664,America/Chicago,Concordia,United States,North America
868,Carlsbad,KCNM,32.337223,-104.26278,America/Denver,Carlsbad,United States,North America
869,Chino,KCNO,33.98083,-117.63917,America/Los_Angeles,Chino,United States,North America
870,Martin Johnson,KCNU,37.683334,-95.45,America/Chicago,Chanute,United States,North America
871,Canyonlands Field,KCNY,38.759445,-109.74611,America/Denver,Moab,United States,North America
872,Yellowstone Regional,KCOD,44.515835,-109.0275,America/Denver,Cody,United States,North America
873,Coeur D'Alene,KCOE,47.683334,-116.76667,America/Los_Angeles,Coeur D'Alene,United States,North America
874,Merritt Island,KCOI,28.316668,-80.6,America/New_York,Cocoa,United States,North America
875,Coleman,KCOM,31.833332,-99.433334,America/Chicago,Coleman,United States,North America
876,Cotulla,KCOT,28.433332,-99.23333,America/Chicago,Cotulla,United States,North America
877,Columbia Regional,KCOU,38.81361,-92.21917,America/Chicago,Columbia,United States,North America
878,Compton,KCPM,33.894444,-118.24778,America/Los_Angeles,Compton,United States,North America
879,Natrona County International Airport,KCPR,42.90861,-106.4625,America/Denver,Casper,United States,North America
880,St. Louis Downtown Airport,KCPS,38.576984,-90.158424,America/Chicago,St Louis,United States,North America
881,Lambert-St. Louis International,KSTL,38.74228,-90.36587,America/Chicago,St Louis,United States,North America
882,Spirit Of St Louis,KSUS,38.75,-90.36667,America/Chicago,St Louis,United States,North America
883,Grand Strand Airport,KCRE,33.81139,-78.72444,America/New_York,Myrtle Beach,United States,North America
884,Myrtle Beach AFB,KMYR,33.682674,-78.92294,America/New_York,Myrtle Beach,United States,North America
885,Craig Municipal,KCRG,30.5,-81.666664,America/New_York,Jacksonville,United States,North America
886,Jacksonville,KJAX,30.491657,-81.68306,America/New_York,Jacksonville,United States,North America
887,Jacksonville NAS,KNIP,30.25,-81.68056,America/New_York,Jacksonville,United States,North America
888,Corcoran,KCRO,36.1,-119.55,America/Los_Angeles,Corcoran,United States,North America
889,Corpus Christi International Airport,KCRP,27.774813,-97.50249,America/Chicago,Corpus Christi,United States,North America
890,Corsicana,KCRS,32.1,-96.46667,America/Chicago,Corsicana,United States,North America
891,Yeager,KCRW,38.370342,-81.596504,America/New_York,Charleston,United States,North America
892,Roscoe Turner,KCRX,34.9,-88.6,America/Chicago,Corinth,United States,North America
893,Carson City,KCXP,39.191666,-119.73472,America/Los_Angeles,Carson City,United States,North America
894,Municipal,KCSQ,41.066666,-94.36667,America/Chicago,Creston,United States,North America
895,Memorial,KCSV,35.95111,-85.084724,America/Chicago,Crossville,United States,North America
896,Cut Bank,KCTB,48.63333,-112.333336,America/Denver,Cut Bank,United States,North America
897,Chestercounty Carlson,KMQS,39.983334,-75.833336,America/New_York,Coatesville,United States,North America
898,Cross City,KCTY,29.633333,-83.11667,America/New_York,Cross City,United States,North America
899,Sampson County,KCTZ,35.0,-78.36667,America/New_York,Clinton,United States,North America
900,Municipal,KCUH,35.983334,-96.76667,America/Chicago,Cushing,United States,North America
901,Cincinnati/Northern Kentucky,KCVG,39.0555,-84.66145,America/New_York,Covington,United States,North America
902,Cincinnati Municipal-Lunken Field,KLUK,39.033333,-84.666664,America/New_York,Covington,United States,North America
903,Municipal,KCVN,34.427223,-103.07889,America/Denver,Clovis,United States,North America
904,Albany,KCVO,44.63333,-123.11667,America/Los_Angeles,Albany,United States,North America
905,Central Wisconsin,KCWA,44.78421,-89.67244,America/Chicago,Wausau,United States,North America
906,Chennault International.,KCWF,30.305918,-93.23189,America/Chicago,Lake Charles,United States,North America
907,Municipal,KLCH,30.131111,-93.225555,America/Chicago,Lake Charles,United States,North America
908,Clinton,KCWI,41.829445,-90.33195,America/Chicago,Clinton,United States,North America
909,International,KCXL,32.666668,-115.51667,America/Los_Angeles,Calexico,United States,North America
910,Montgomery Co,KCXO,30.316668,-95.45,America/Chicago,Conroe,United States,North America
911,Chefornak SPB,PACK,60.216667,-164.2,America/Nome,Chefornak,United States,North America
912,Cheyenne,KCYS,41.155834,-104.816666,America/Denver,Cheyenne,United States,North America
913,Intermediate,PACY,60.08,-142.49445,America/Anchorage,Yakataga,United States,North America
914,Cape Romanzof,PACZ,61.781113,-166.03639,America/Nome,Cape Romanzof,United States,North America
915,Cascade Locks/Stevens,KCZK,45.666668,-121.9,America/Los_Angeles,Cascade Locks,United States,North America
916,Daytona Beach International Airport,KDAB,29.185192,-81.06083,America/New_York,Daytona Beach,United States,North America
917,Barstow-Daggett,KDAG,34.25,-117.333336,America/Los_Angeles,Daggett,United States,North America
918,Municipal,KDAN,36.573055,-79.335,America/New_York,Danville,United States,North America
919,James Cox Dayton International,KDAY,39.898006,-84.220764,America/New_York,Dayton,United States,North America
920,Dayton-Wright Brothers Airport,KMGY,39.933334,-84.25444,America/New_York,Dayton,United States,North America
921,Municipal,KDBN,32.561943,-82.986115,America/New_York,Dublin,United States,North America
922,Municipal,KDBQ,42.41,-90.71083,America/Chicago,Dubuque,United States,North America
923,Ronald Reagan Washington National Airport,KDCA,38.853436,-77.04346,America/New_York,Washington,United States,North America
924,Washington Dulles International,KIAD,38.95315,-77.44774,America/New_York,Washington,United States,North America
925,Pyor,KDCU,34.6,-86.98333,America/Chicago,Decatur,United States,North America
926,Dodge City Municipal,KDDC,37.761665,-99.965,America/Chicago,Dodge City,United States,North America
927,Decatur Airport,KDEC,39.834167,-88.868614,America/Chicago,Decatur,United States,North America
928,Municipal,KDEH,43.3,-91.8,America/Chicago,Decorah,United States,North America
929,Detroit City,KDET,42.416668,-83.01667,America/Detroit,Detroit,United States,North America
930,Detroit Metropolitan Wayne County,KDTW,42.20781,-83.35605,America/Detroit,Detroit,United States,North America
931,Willow Run,KYIP,42.233334,-83.53333,America/Detroit,Detroit,United States,North America
932,Memorial,KDFI,41.283333,-84.36667,America/New_York,Defiance,United States,North America
933,Douglas Municipal,KDGL,31.35,-109.566666,America/Phoenix,Douglas,United States,North America
934,Bisbee-Douglas International,KDUG,31.46861,-109.603615,America/Phoenix,Douglas,United States,North America
935,Converse County,KDGW,42.75,-105.4,America/Denver,Douglas,United States,North America
936,Dothan Airport,KDHN,31.32,-85.44833,America/Chicago,Dothan,United States,North America
937,Dalhart,KDHT,36.066666,-102.51667,America/Chicago,Dalhart,United States,North America
938,Dickinson,KDIK,46.833332,-102.9,America/Boise,Dickinson,United States,North America
939,Dunkirk,KDKK,42.483334,-79.333336,America/New_York,Dunkirk,United States,North America
940,Municipal,PADL,59.04246,-158.51472,America/Anchorage,Dillingham,United States,North America
941,Duluth International,KDLH,46.838974,-92.18019,America/Chicago,Duluth,United States,North America
942,Dillon,KDLC,34.416668,-79.36667,America/New_York,Dillon,United States,North America
943,Dillon,KDLN,45.216667,-112.63333,America/Denver,Dillon,United States,North America
944,Columbia Gorge Regional/The Dalles Municipal Airport,KDLS,45.6,-121.166664,America/Los_Angeles,The Dalles,United States,North America
945,Deming,KDMN,32.266666,-107.75,America/Denver,Deming,United States,North America
946,Sedalia,KDMO,38.704166,-93.18056,America/Chicago,Sedalia,United States,North America
947,Municipal,KDNN,34.766666,-84.96667,America/New_York,Dalton,United States,North America
948,Municipal,KDNS,42.016666,-95.35,America/Chicago,Denison,United States,North America
949,Vermilion County,KDNV,40.197224,-87.59695,America/Chicago,Danville,United States,North America
950,Dover AFB,KDOV,39.128613,-75.464165,America/New_York,Dover-Cheswold,United States,North America
951,Dupage County,KDPA,41.914444,-88.24639,America/Chicago,Chicago,United States,North America
952,Midway,KMDW,41.788136,-87.74087,America/Chicago,Chicago,United States,North America
953,Chicago O'hare International,KORD,41.976913,-87.90488,America/Chicago,Chicago,United States,North America
954,Pal-Waukee,KPWK,42.114166,-87.901665,America/Chicago,Chicago,United States,North America
955,Greater Rockford Airport,KRFD,42.30364,-89.222115,America/Chicago,Chicago,United States,North America
956,Desert Rock,KDRA,36.666668,-115.96667,America/Los_Angeles,Mercury,United States,North America
957,Drummond Island,KDRM,46.016666,-83.75,America/Detroit,Drummond Island,United States,North America
958,Deering,PADE,66.0712,-162.75989,America/Nome,Deering,United States,North America
959,Beauregard Parish,KDRI,30.85,-93.28333,America/Chicago,De Ridder,United States,North America
960,La Plata,KDRO,37.15995,-107.751076,America/Denver,Durango,United States,North America
961,Del Rio International,KDRT,29.333332,-100.97833,America/Chicago,Del Rio,United States,North America
962,Des Moines International,KDSM,41.532433,-93.64809,America/Chicago,Des Moines,United States,North America
963,Dansville,KDSV,42.566666,-77.7,America/New_York,Dansville,United States,North America
964,Delta,KDTA,39.38333,-112.5,America/Denver,Delta,United States,North America
965,Municipal,KDTL,46.82639,-95.88611,America/Chicago,Detroit Lakes,United States,North America
966,Shreveport Downtown,KDTN,32.539722,-93.744446,America/Chicago,Shreveport,United States,North America
967,Sharjah International Airport,KSHV,32.45471,-93.828384,America/Chicago,Shreveport,United States,North America
968,Eaker,KDUA,33.983334,-96.416664,America/Chicago,Durant,United States,North America
969,Halliburton Field,KDUC,34.47222,-97.959724,America/Chicago,Duncan,United States,North America
970,Du Bois-Jefferson County,KDUJ,41.178333,-78.89889,America/New_York,Du Bois,United States,North America
971,Emergency Field,PADU,53.89446,-166.54224,America/Nome,Dutch Harbor,United States,North America
972,Devils Lake,KDVL,48.113056,-98.9075,America/Chicago,Devils Lake,United States,North America
973,Davenport,KDVN,41.610558,-90.58861,America/Chicago,Davenport,United States,North America
974,David Wayne Hooks,KDWH,29.75,-95.416664,America/Chicago,Houston,United States,North America
975,Ellington Field,KEFD,29.6,-95.15,America/Chicago,Houston,United States,North America
976,William P Hobby,KHOU,29.654512,-95.277016,America/Chicago,Houston,United States,North America
977,George Bush Intercontinental,KIAH,29.983334,-95.34,America/Chicago,Houston,United States,North America
978,West Houston,KIWS,29.816668,-95.666664,America/Chicago,Houston,United States,North America
979,Danbury Municipal Airport,KDXR,41.38333,-73.45,America/New_York,Danbury,United States,North America
980,Doylestown,KDYL,40.316666,-75.13333,America/New_York,Doylestown,United States,North America
981,Eagle,PAEA,64.776665,-141.1486,America/Anchorage,Eagle,United States,North America
982,Kearney,KEAR,40.728333,-98.998886,America/Chicago,Kearney,United States,North America
983,Pangborn Field,KEAT,47.399723,-120.20778,America/Los_Angeles,Wenatchee,United States,North America
984,Chippewa Valley Regional Airport,KEAU,44.864445,-91.48722,America/Chicago,Eau Claire,United States,North America
985,Municipal,KEBS,42.466667,-93.816666,America/Chicago,Webster City,United States,North America
986,Elizabeth City,KECG,36.259167,-76.17306,America/New_York,Elizabeth City,United States,North America
987,NW Florida Beaches Int,KECP,30.357803,-85.79892,America/Chicago,Panama City,United States,North America
988,Municipal,KEDE,36.066666,-76.65,America/New_York,Edenton,United States,North America
989,El Dorado,KEQA,37.816666,-96.86667,America/Chicago,El Dorado,United States,North America
990,Needles,KEED,34.85,-114.61667,America/Los_Angeles,Needles,United States,North America
991,Eek,PAEE,60.216667,-162.01666,America/Nome,Eek,United States,North America
992,Dillant-Hopkins,KEEN,42.900833,-72.270836,America/New_York,Keene,United States,North America
993,Newport,KEFK,44.889442,-72.23,America/New_York,Newport,United States,North America
994,Eagle River,KEGV,45.92917,-89.26583,America/Chicago,Eagle River,United States,North America
995,Egegik,PAII,58.20778,-157.37029,America/Anchorage,Egegik,United States,North America
996,Cape Newenham,PAEH,58.64722,-162.06056,America/Nome,Cape Newenham,United States,North America
997,Murray Field,KEKA,40.805,-124.115,America/Los_Angeles,Eureka,United States,North America
998,Elkins,KEKN,38.889442,-79.85778,America/New_York,Elkins,United States,North America
999,Elko Regional,KEKO,40.82389,-115.78972,America/Los_Angeles,Elko,United States,North America
1000,Goodwin Field,KELD,33.220554,-92.81472,America/Chicago,El Dorado,United States,North America
1001,Elim,PFEL,64.61361,-162.27028,America/Nome,Elim,United States,North America
1002,Municipal,KELK,35.416668,-99.416664,America/Chicago,Elk City,United States,North America
1003,Elmira Corning Regional,KELM,42.16304,-76.89586,America/New_York,Elmira,United States,North America
1004,Bowers Field,KLEN,46.983334,-120.566666,America/Los_Angeles,Ellensburg,United States,North America
1005,Elfin Cove SPB,PAEL,58.183334,-136.31667,America/Juneau,Elfin Cove,United States,North America
1006,Yelland,KELY,39.301945,-114.84194,America/Los_Angeles,Ely,United States,North America
1007,Municipal,KELZ,42.11667,-77.95,America/New_York,Wellsville,United States,North America
1008,Emmonak,PAEM,62.776943,-164.52083,America/Nome,Emmonak,United States,North America
1009,Kemerer,KEMM,41.783333,-110.55,America/Denver,Kemerer,United States,North America
1010,El Monte,KEMT,34.083332,-118.03333,America/Los_Angeles,El Monte,United States,North America
1011,Kenai,PAEN,60.56521,-151.24644,America/Anchorage,Kenai,United States,North America
1012,Municipal,KENL,38.516666,-89.13333,America/Chicago,Centralia,United States,North America
1013,Municipal,PANN,64.566666,-149.11667,America/Anchorage,Nenana,United States,North America
1014,Wendover,KENV,40.733334,-114.03333,America/Denver,Wendover,United States,North America
1015,Kenosha Regional Airport,KENW,42.583332,-87.816666,America/Chicago,Kenosha,United States,North America
1016,Keokuk,KEOK,40.458332,-91.43,America/Chicago,Keokuk,United States,North America
1017,Neosho,KEOS,36.86667,-94.36667,America/Chicago,Neosho,United States,North America
1018,Ephrata,KEPH,47.30417,-119.5125,America/Los_Angeles,Ephrata,United States,North America
1019,International,KERI,42.08314,-80.18203,America/New_York,Erie,United States,North America
1020,Delta County Airport,KESC,45.720554,-87.08667,America/Detroit,Escanaba,United States,North America
1021,Orcas Island,KORS,48.708332,-122.9125,America/Los_Angeles,Eastsound,United States,North America
1022,Easton,KESN,38.802776,-76.06778,America/New_York,Easton,United States,North America
1023,Municipal,KEST,43.4,-94.833336,America/Chicago,Estherville,United States,North America
1024,State,KESW,47.233334,-121.183334,America/Los_Angeles,Easton,United States,North America
1025,West Bend,KETB,43.416668,-88.183334,America/Chicago,West Bend,United States,North America
1026,Municipal,KEDN,31.316668,-85.85,America/Chicago,Enterprise,United States,North America
1027,Eugene,KEUG,44.119198,-123.21197,America/Los_Angeles,Eugene,United States,North America
1028,Eveleth,KEVM,47.426388,-92.495834,America/Chicago,Eveleth,United States,North America
1029,Evansville Regional Airport,KEVV,38.046165,-87.52796,America/Chicago,Evansville,United States,North America
1030,Evanston,KEVW,41.266666,-110.96667,America/Denver,Evanston,United States,North America
1031,New Bedford,KEWB,41.676945,-70.95917,America/New_York,New Bedford,United States,North America
1032,City-County,KEWK,38.033333,-97.36667,America/Chicago,Newton,United States,North America
1033,Simmons Nott,KEWN,35.078342,-77.03462,America/New_York,New Bern,United States,North America
1034,John F Kennedy International,KJFK,40.642334,-73.78817,America/New_York,New York,United States,North America
1035,La Guardia,KLGA,40.774254,-73.87162,America/New_York,New York,United States,North America
1036,International,KEYW,24.553574,-81.75501,America/New_York,Key West,United States,North America
1037,Felker AAF,KFAF,37.166668,-76.6,America/New_York,Fort Eustis,United States,North America
1038,Fairbanks International Airport,PAFA,64.818214,-147.8668,America/Anchorage,Fairbanks,United States,North America
1039,Farmington Regional Airport,KFAM,37.780834,-90.42167,America/Chicago,Farmington,United States,North America
1040,Hector Field,KFAR,46.91953,-96.82551,America/Chicago,Fargo,United States,North America
1041,Fresno Air Terminal Airport,KFAT,36.769623,-119.72024,America/Los_Angeles,Fresno,United States,North America
1042,Fresno-Chandler,KFCH,36.733334,-119.78333,America/Los_Angeles,Fresno,United States,North America
1043,Municipal,KFAY,34.99132,-78.88722,America/New_York,Fayetteville,United States,North America
1044,Simmons AAF,KFBG,35.166668,-79.01667,America/New_York,Fort Bragg,United States,North America
1045,Municipal,KFBL,44.3,-93.26667,America/Chicago,Faribault,United States,North America
1046,Glacier Park International,KGPI,48.307304,-114.25315,America/Denver,Kalispell,United States,North America
1047,Flying Cloud,KFCM,44.983334,-93.26667,America/Chicago,Minneapolis,United States,North America
1048,Crystal,KMIC,45.061943,-93.35389,America/Chicago,Minneapolis,United States,North America
1049,Minneapolis - St. Paul International,KMSP,44.883015,-93.21092,America/Chicago,Minneapolis,United States,North America
1050,Downtown,KSTP,44.933334,-93.066666,America/Chicago,Minneapolis,United States,North America
1051,Frederick Municipal,KFDK,39.416668,-77.416664,America/New_York,Frederick,United States,North America
1052,Municipal,KFDR,34.38333,-99.01667,America/Chicago,Frederick,United States,North America
1053,Findlay,KFDY,41.033333,-84.53333,America/New_York,Findlay,United States,North America
1054,Albertus,KFEP,42.283333,-89.6,America/Chicago,Freeport,United States,North America
1055,Municipal,KFET,41.433334,-96.5,America/Chicago,Fremont,United States,North America
1056,First Flight,KFFA,36.016666,-75.666664,America/New_York,Kill Devil Hills,United States,North America
1057,Municipal,KFFL,40.933334,-91.95,America/Chicago,Fairfield,United States,North America
1058,Fergus Falls,KFFM,46.283333,-96.066666,America/Chicago,Fergus Falls,United States,North America
1059,Capital City,KFFT,38.18222,-84.905,America/New_York,Frankfort,United States,North America
1060,Municipal,KFHU,31.588888,-110.343056,America/Phoenix,Sierra Vista,United States,North America
1061,Municipal,KFOM,38.958332,-112.3625,America/Denver,Fillmore,United States,North America
1062,Chess-Lambertin,KFKL,41.379166,-79.85972,America/New_York,Franklin,United States,North America
1063,Municipal,KFKN,36.683334,-76.933334,America/New_York,Franklin,United States,North America
1064,Fond Du Lac,KFLD,43.771667,-88.48444,America/Chicago,Fond Du Lac,United States,North America
1065,Pulliam Field,KFLG,35.13778,-111.67167,America/Phoenix,Grand Canyon,United States,North America
1066,National Park,KGCN,35.951942,-112.1475,America/Phoenix,Grand Canyon,United States,North America
1067,Fort Lauderdale–Hollywood International,KFLL,26.071491,-80.144905,America/New_York,Fort Lauderdale,United States,North America
1068,Fort Lauderdale Executive,KFXE,26.066668,-80.15,America/New_York,Fort Lauderdale,United States,North America
1069,Florence,KFLO,34.18889,-79.72444,America/New_York,Florence,United States,North America
1070,Flippin,KFLP,36.3,-92.583336,America/Chicago,Flippin,United States,North America
1071,Five Mile,PAFV,66.916664,-149.84166,America/Anchorage,Five Mile,United States,North America
1072,Tipton AAF,KFME,39.103863,-76.84414,America/New_York,Fort Meade,United States,North America
1073,Municipal,KFMN,36.74111,-108.229164,America/Denver,Farmington,United States,North America
1074,Page Field,KFMY,26.583332,-81.86667,America/New_York,Fort Myers,United States,North America
1075,Southwest Florida International,KRSW,26.542835,-81.75433,America/New_York,Fort Myers,United States,North America
1076,Municipalcipal Airport,KFNL,40.583332,-105.083336,America/Denver,Fort Collins,United States,North America
1077,SPB,PANR,58.333332,-134.58333,America/Juneau,Funter Bay,United States,North America
1078,Bishop International Airport,KFNT,42.973812,-83.73891,America/Detroit,Flint,United States,North America
1079,Fort Dodge Regional,KFOD,42.5525,-94.18972,America/Chicago,Fort Dodge,United States,North America
1080,Forbes Field,KFOE,38.9525,-95.6625,America/Chicago,Topeka,United States,North America
1081,Philip Billard,KTOP,39.06972,-95.6225,America/Chicago,Topeka,United States,North America
1082,Suffolk County,KFOK,40.833332,-72.666664,America/New_York,Westhampton,United States,North America
1083,St Lucie County,KFPR,27.45,-80.333336,America/New_York,Fort Pierce,United States,North America
1084,Perry-Foley,K40J,30.116667,-83.583336,America/New_York,Perry,United States,North America
1085,Friday Harbor,KFHR,48.524807,-123.0265,America/Los_Angeles,Friday Harbor,United States,North America
1086,Republic Field,KFRG,40.733334,-73.416664,America/New_York,Farmingdale,United States,North America
1087,Municipal,KFRH,38.55,-86.61667,America/Indiana/Indianapolis,French Lick,United States,North America
1088,Fairmont,KFRM,43.64722,-94.423615,America/Chicago,Fairmont,United States,North America
1089,Joe Foss Field Airport,KFSD,43.580296,-96.73115,America/Chicago,Sioux Falls,United States,North America
1090,Henry Post AAF,KFSI,34.650723,-98.419975,America/Chicago,Fort Sill,United States,North America
1091,Municipal,KFSK,37.833332,-94.7,America/Chicago,Fort Scott,United States,North America
1092,Fort Smith Regional Airport,KFSM,35.34124,-94.3589,America/Chicago,Fort Smith,United States,North America
